Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2011-04-12,6.1382,31.8868,7.8209,0.23,0.8914,8.4159,7.1072,0.0003
2011-04-12,13.102,34.5445,5.9196,0.0968,0.1429,0.6429,2.2143,0.0046
2011-04-12,6.2266,31.6766,8.671,1.2159,0.7838,3.8118,4.0917,0.0007
2011-04-14,12.6097,34.4987,5.9926,0.0323,0.0714,0.7857,1.1429,0.0038
2011-04-14,7.0964,31.801,9.6911,0.1368,0.6148,1.6909,2.1708,0.0007
2011-04-14,13.2952,34.4006,5.9121,0.0645,0.0714,1.2143,2.0714,0.0047
2011-04-14,6.7643,32.0654,8.1184,0.6598,0.9529,5.8863,7.5386,0.0005
2011-04-14,8.969,32.3743,9.0394,0.4337,0.625,4.2555,4.6975,0.0011
2011-04-14,10.9266,34.5158,6.2108,0.0645,0.0714,0.6429,4.7857,0.0021
2011-04-14,9.0633,32.4691,8.7985,0.2457,0.5738,4.3249,3.6703,0.001
2011-04-14,10.7335,34.2305,6.2481,0.0323,0.0714,0.9286,5.6071,0.0019
2011-04-14,8.9293,32.4208,8.586,1.2596,0.9939,6.1634,5.3351,0.0013
2011-04-14,9.4124,32.605,8.586,0.6633,0.4252,8.8088,9.5777,0.0009
2011-04-15,9.2421,32.5564,7.4809,0.5445,0.7889,13.9849,10.8084,0.0006
2011-04-15,8.5261,32.3434,7.3108,0.3121,1.0912,5.5603,7.0899,0.0008
2011-04-15,7.8781,31.8294,8.7135,0.9821,0.7377,9.5487,8.4105,0.0007
2011-04-15,7.1279,32.2653,8.5293,0.3701,0.2152,3.9994,10.0772,0.0006
2011-04-17,12.7204,34.4943,5.9789,0.2258,0.4286,3.0714,4.8929,0.0034
2011-04-17,14.17,34.6385,5.7971,0.1613,0.2143,1.6429,4.1071,0.006
2011-04-17,12.633,34.6128,5.9858,0.0968,0.2143,0.7857,3.6071,0.0037
2011-04-17,9.0415,33.0177,8.1043,0.2508,1.0246,4.0122,3.1426,0.001
2011-04-17,8.936,32.671,8.4868,0.3335,0.6199,3.5462,7.1979999999999995,0.001
2011-04-17,14.0274,34.604,5.8153,0.0645,0.1429,0.6429,2.6786,0.006
2011-04-17,11.4324,34.2414,6.6308,0.5201,0.9273,3.2703,5.8174,0.0023
2011-04-17,14.1716,34.4709,5.8022,0.1613,0.2857,1.4286,3.8571,0.0062
2011-04-18,10.9938,33.9682,6.5741,0.3719,0.917,3.3859,4.9455,0.002
2011-04-18,13.4362,34.4677,5.8915,0.0968,0.2143,1.0714,3.0,0.0049
2011-04-18,8.3738,32.971,7.0416,0.5969,1.0707,3.4501,3.7829,0.001
2011-04-18,14.6026,34.1641,5.7636,0.1613,0.3571,2.1429,3.9286,0.007
2011-04-18,9.1904,33.1832,7.155,0.3716,1.1168,3.2293,7.6748,0.0011
2011-04-28,13.3259,34.3649,6.7519,0.0061,0.2771,1.0609,2.4136,0.0045
2011-04-28,15.4738,34.5818,5.9117,0.0293,0.1612,2.3298,5.9298,0.0081
2011-04-28,13.4638,34.335,6.5119,0.0663,0.2588,1.6312,3.4459,0.0046
2011-04-28,12.8153,34.1574,6.0317,0.0453,0.1715,1.7305,6.4965,0.0036
2011-04-28,13.1461,34.2693,6.2118,0.5192,0.8487,7.0373,4.1991,0.0034
2011-04-28,14.542,34.4894,6.6019,0.03,0.2551,1.1719,3.1499,0.0066
2011-04-28,14.5956,34.5317,6.0617,0.0155,0.1596,4.8434,10.0338,0.0048
2011-04-28,13.2143,34.4474,6.6319,0.0141,0.2066,1.2064,3.0686,0.0042
2011-04-28,12.629000000000001,34.3892,6.4218,0.0489,0.067,0.44299999999999995,2.6632,0.0038
2011-04-29,12.7568,34.0788,5.6116,0.1128,0.2473,2.4797,6.9621,0.0035
2011-05-02,13.7213,34.1761,6.8119,0.0344,0.3017,2.3033,5.0855,0.0046
2011-05-02,14.857000000000001,34.3906,5.7917,0.1353,0.1808,1.8312,4.8653,0.0075
2011-05-02,16.0008,34.5679,6.0317,0.025,0.0776,1.3994,4.4613,0.0105
2011-05-02,16.4012,34.6241,5.7316,0.0105,0.2202,3.9358,3.4319,0.0104
2011-05-03,17.2771,34.68,5.9717,0.0221,0.1102,1.5008,3.9564,0.0159
2011-05-03,17.0221,34.6568,5.6716,0.0046,0.1559,2.0261,3.387,0.0144
2011-05-04,15.4788,34.5543,5.6416,0.0068,0.136,1.021,5.4992,0.009
2011-05-04,15.5746,34.5321,6.3618,0.0126,0.0714,1.2086,5.2931,0.009
2011-05-04,12.0933,32.7964,7.5021,0.0148,0.0434,0.5576,2.3799,0.0036
2011-05-05,12.3668,33.2221,9.0026,0.0126,0.1133,1.5367,9.1978,0.0029
2011-05-05,12.6232,33.0902,7.022,0.0155,0.0512,0.5828,2.5735,0.0042
2011-05-05,13.5056,33.5744,7.0520000000000005,0.0054,0.0496,0.5334,2.8722,0.0053
2011-05-05,13.3252,33.6566,6.992000000000001,0.0663,0.0897,0.7143,2.8863,0.005
2011-05-05,12.3292,33.8585,6.1818,0.0845,0.2249,2.6031,4.9761,0.0031
2011-05-12,17.95,34.43,5.1131,0.0946,0.0583,0.3327,2.8652,0.024
2011-05-12,15.75,33.58,5.7141,0.0482,0.0459,0.2851,3.7979,0.0121
2011-05-12,15.08,32.87,5.7957,0.0554,0.0319,0.2821,2.0349,0.0109
2011-05-12,14.57,32.53,6.1142,0.0315,0.0487,0.2613,1.882,0.0094
2011-05-12,14.73,32.81,6.3079,0.0329,0.0344,0.2106,5.1093,0.009
2011-05-12,15.01,32.86,6.0482,0.1868,0.0437,0.2323,3.4333,0.0108
2011-05-12,13.8,32.41,6.5029,0.1331,0.0913,0.9967,7.4334,0.0065
2011-05-12,13.99,32.53,6.3044,0.1084,0.114,1.153,9.8753,0.0064
2011-05-13,14.89,32.38,6.2205,0.0264,0.261,3.054,3.8919,0.0084
2011-05-13,14.6,32.33,6.0501,0.0184,0.3856,5.5414,7.0435,0.0062
2011-05-13,15.26,31.31,6.2497,0.2623,0.4279,7.7761,8.2876,0.008
2011-05-13,14.4,32.3,6.1972,0.1179,0.2491,3.4439,16.149,0.0058
2011-05-13,13.84,32.79,6.3952,0.0707,0.215,2.083,11.7421,0.0052
2011-05-13,13.61,32.38,6.5002,0.1048,0.1836,1.9004,10.6607,0.0053
2011-05-13,13.88,32.19,6.7655,0.0772,0.0763,0.3667,9.302999999999999,0.0066
2011-05-13,14.48,32.28,6.6178,0.0359,0.0397,0.3873,8.3142,0.0081
2011-05-13,14.83,32.54,6.1627,0.03,0.0453,0.5717,4.7573,0.0095
2011-05-13,15.36,33.31,5.7972,0.0242,0.0419,0.2301,3.7713,0.0109
2011-05-13,16.44,33.95,5.4817,0.0308,0.0474,0.1846,3.9339999999999997,0.0147
2011-05-13,18.02,34.57,5.4286,0.0315,0.0502,0.6138,4.373,0.0222
2011-05-13,18.76,34.28,5.4283,0.0417,0.0462,0.3978,3.9761,0.0299
2011-05-15,15.49,32.37,6.9903,0.0997,0.2824,4.0256,11.1642,0.0083
2011-05-15,15.18,32.41,6.5931,0.0279,0.1239,1.2181,11.8052,0.0088
2011-05-15,14.56,32.22,6.7034,0.0329,0.0639,0.9811,13.1082,0.0073
2011-05-15,15.08,32.28,6.5628,0.0351,0.0316,0.8314,8.9131,0.0095
2011-05-16,15.03,32.34,6.3136,0.0235,0.0316,0.2574,11.0198,0.0093
2011-05-16,15.13,32.71,5.9609,0.0743,0.0148,0.2412,4.8134,0.0108
2011-05-16,15.59,33.21,5.8313,0.025,0.0092,0.2088,3.4852,0.012
2011-05-16,16.69,33.98,5.5617,0.0134,0.0095,0.1305,4.0504,0.0158
2011-05-16,17.95,34.56,5.3079,0.0163,0.0341,0.3259,3.8232,0.0224
2011-05-16,18.37,34.53,5.3669,0.0228,0.0102,0.6868,4.3043,0.025
2011-05-16,18.53,34.48,5.3706,0.0112,0.0133,0.5347,4.2664,0.0266
2011-06-08,17.782,33.5918,5.74,0.1412,0.151,1.645,6.6160000000000005,0.0211
2011-06-08,20.8309,34.1407,5.558,0.1126,0.227,0.547,3.91,0.0589
2011-06-08,19.9509,33.6645,5.572,0.1845,0.059,0.9590000000000001,5.621,0.0461
2011-06-08,17.4506,33.8157,6.104,0.1112,0.054000000000000006,0.667,4.566,0.0199
2011-06-09,18.1256,33.5956,6.047999999999999,0.1024,0.063,0.718,6.093,0.0246
2011-06-09,18.6466,33.5502,5.943,0.1236,0.16399999999999998,0.26899999999999996,6.96,0.0298
2011-06-09,20.5846,33.5985,5.928999999999999,0.0752,0.081,0.769,6.108,0.0537
2011-06-09,18.5531,33.3826,5.852,0.0884,0.027000000000000003,1.082,5.528,0.0289
2011-06-09,17.76,33.6657,6.23,0.1537,0.33,1.496,3.3489999999999998,0.0216
2011-06-10,12.6731,33.8451,6.0112,0.0645,0.0714,0.5714,1.25,0.0043
2011-06-10,14.9958,33.4978,5.7411,0.2258,0.1429,2.9286,5.9286,0.0083
2011-06-10,15.2331,33.9726,5.697,0.2258,0.1429,2.9286,5.9286,0.0085
2011-06-10,17.1039,34.162,5.484,0.0645,0.0714,0.6429,4.9643,0.0172
2011-06-10,18.5672,34.4059,5.3243,0.1613,0.2143,2.1429,5.0,0.0254
2011-06-11,18.5043,34.3673,5.3319,0.2581,0.1429,4.8571,6.2143,0.0216
2011-06-11,16.9928,34.1939,5.4948,0.2258,0.2143,4.0,5.5357,0.014
2011-06-11,18.8822,34.3222,5.2954,0.3226,0.5,5.5,6.8929,0.0233
2011-06-11,16.8126,34.0986,5.5172,0.2903,0.2857,4.5714,6.1429,0.0129
2011-06-11,15.734000000000002,33.678000000000004,5.6504,0.1613,0.1429,1.8571,4.2857,0.0111
2011-06-11,17.9693,33.5465,5.662999999999999,0.1515,0.247,0.179,8.111,0.024
2011-06-12,17.5626,33.8974,6.041,0.098,0.1,0.193,6.6770000000000005,0.0201
2011-06-12,19.3861,33.6016,6.1739999999999995,0.0987,0.079,0.65,5.013999999999999,0.0376
2011-06-12,19.855999999999998,33.3177,5.859,0.0987,0.006999999999999999,0.366,6.5360000000000005,0.0455
2011-06-12,20.5739,33.0199,5.782,0.1207,0.034,0.146,6.569,0.0603
2011-06-12,11.795,33.5718,6.1324,0.3226,0.2143,4.3571,4.6429,0.0027
2011-06-12,14.7721,33.7752,5.7571,0.0645,0.0714,1.3571,1.6071,0.0084
2011-06-12,20.8358,33.1684,5.803,0.1302,0.077,0.263,5.006,0.0657
2011-06-12,20.5409,32.5126,5.6979999999999995,0.1207,0.056,0.184,7.7620000000000005,0.0618
2011-06-14,19.2519,33.1702,5.985,0.1258,0.067,0.47600000000000003,5.626,0.0385
2011-06-14,19.097,32.8576,5.81,0.1339,0.008,0.19,7.579,0.0378
2011-06-14,19.7146,32.1054,5.6,0.1038,0.019,0.18,11.107999999999999,0.0469
2011-06-14,19.3667,32.1966,6.02,0.2131,0.064,0.218,10.252,0.0429
2011-06-15,19.1157,32.2,6.055,0.1742,0.081,0.16399999999999998,12.193,0.0376
2011-06-15,18.9389,32.3146,5.985,0.098,0.038,0.26899999999999996,10.332,0.0353
2011-06-15,18.3919,32.64,5.9639999999999995,0.1126,0.048,0.33399999999999996,8.257,0.0297
2011-06-16,17.2255,33.8541,6.0760000000000005,0.1867,0.39,2.205,7.237,0.0161
2011-06-16,17.0229,33.2932,6.1739999999999995,0.3525,0.078,0.193,7.894,0.0194
2011-07-01,14.9564,30.3945,6.3712,0.6234,0.3565,6.814,3.1982,0.0108
2011-07-01,18.0034,31.3866,5.845,0.3335,0.0657,3.2510000000000003,2.8955,0.0305
2011-07-01,17.7443,31.4655,6.3427,0.3283,0.2838,5.955,2.1688,0.023
2011-07-01,18.6915,31.6968,5.9872,0.3367,0.1313,5.218,2.3312,0.0327
2011-07-01,19.0323,31.1672,5.9019,0.3014,0.0212,10.106,3.5934,0.0282
2011-07-02,18.9496,31.5074,6.0156,0.332,0.1156,5.535,3.4987,0.0348
2011-07-02,18.4387,31.8227,6.0441,0.4275,0.1197,2.031,3.5708,0.0363
2011-07-02,14.9505,31.8817,5.9872,0.4836,0.1585,4.191,2.3191,0.0106
2011-07-02,18.5265,30.462,5.6459,0.3125,0.0955,5.143,3.9363,0.0352
2011-07-02,18.6857,31.0241,5.6459,0.3652,0.3053,11.145,3.2676,0.0246
2011-07-02,16.3279,32.4249,6.4281,0.3804,0.0889,6.183,3.4622,0.0128
2011-07-02,17.8574,32.5667,6.1294,0.294,0.5079,5.079,4.419,0.0209
2011-07-02,18.3716,32.2693,6.0014,0.3192,0.0574,8.21,3.1686,0.0227
2011-07-02,18.1212,31.9495,6.2858,0.3931,0.1631,5.755,5.3873,0.0243
2011-07-02,19.5407,31.872,5.8023,0.8598,0.1057,3.654,2.4395,0.0562
2011-07-03,19.611,32.7969,5.5606,0.2989,0.1852,5.5470000000000015,3.0717,0.0377
2011-07-03,19.5397,32.315,5.7881,0.3352,0.0855,7.633999999999999,4.2759,0.0339
2011-07-03,18.6011,33.0406,5.7454,0.5266,0.6097,4.079,3.3743,0.0301
2011-07-03,16.1594,33.1006,5.5179,0.4457,0.2106,5.324,4.1599,0.0124
2011-07-04,20.6836,32.3484,5.7312,0.4155,0.0378,3.998,3.3477,0.0633
2011-07-04,19.9582,32.5931,5.5748,0.3812,0.1797,4.215,2.6642,0.0483
2011-07-04,21.1878,32.1543,5.5748,0.34,0.0176,4.757,4.0138,0.0703
2011-07-05,20.8308,31.8135,5.6601,0.4172,0.862,3.2489999999999997,3.8733,0.0692
2011-07-05,18.73,32.486,6.0441,0.4261,0.058,3.9160000000000004,4.1649,0.0328
2011-07-05,20.5292,31.5587,5.6601,0.3895,0.0702,3.734,4.1318,0.0654
2011-08-11,24.6593,29.160999999999998,6.438,0.1573,0.446,3.398,11.823,0.2177
2011-08-11,26.7453,31.6912,4.8929,0.0695,0.071,0.221,8.097999999999999,0.3671
2011-08-11,22.6539,30.4085,5.3719,0.015,0.5162,10.6418,9.902000000000001,0.0749
2011-08-11,21.9808,30.3407,4.6586,0.0169,0.4991,7.8519,8.281,0.0766
2011-08-11,22.8362,30.8851,4.2074,0.0173,0.2917,4.6633,7.4979999999999976,0.1173
2011-08-11,26.1432,31.8078,4.8071,0.1161,0.086,0.081,9.232000000000001,0.3205
2011-08-11,20.9097,31.099,5.2891,0.0336,0.029,5.404,8.4,0.0586
2011-08-12,25.4711,31.7883,5.2935,0.0322,0.075,0.12,4.624,0.2805
2011-08-12,20.5488,31.2108,5.2026,0.0111,0.1079,4.0251,7.216,0.0566
2011-08-12,21.3566,31.2157,5.2041,0.0157,0.2023,3.0087,9.308,0.074
2011-08-12,26.0675,29.4003,5.7513,0.0664,0.075,0.091,3.3110000000000004,0.3907
2011-08-12,21.2097,31.9334,5.5369,0.0385,0.0846,1.0314,9.558,0.073
2011-08-12,20.0002,31.8228,4.6302,0.028,0.2839,3.1711,11.629000000000001,0.044
2011-08-12,22.316,32.0898,5.2832,0.0113,0.0179,0.745,17.836,0.0891
2011-08-12,24.4457,31.6302,4.9215,0.0851,0.112,0.7759999999999999,8.277999999999999,0.2074
2011-08-12,26.9409,33.6019,3.2949,0.0182,0.1066,0.0644,16.783,0.3089
2011-08-12,26.7706,33.3903,5.3163,0.0113,0.0958,0.2812,3.1860000000000004,0.334
2011-08-12,26.7703,31.7346,4.7784,0.0299,0.078,0.524,8.242,0.3606
2011-08-12,25.21,32.3502,5.0932,0.0563,0.071,0.11,9.611,0.2367
2011-08-12,25.3467,32.0438,5.3221,0.1022,0.049,0.053,9.573,0.254
2011-08-12,26.573,31.4136,5.178999999999999,0.099,0.047,0.113,6.84,0.3683
2011-08-15,22.1256,31.5332,5.8371,0.0501,0.09,0.898,6.362,0.1062
2011-08-15,25.6648,31.2987,5.3507,0.0384,0.14400000000000002,0.904,5.16,0.2924
2011-08-18,23.1815,30.6117,5.551,0.0656,0.118,0.555,6.6370000000000005,0.1631
2011-08-18,24.0067,30.7206,5.5796,0.0804,0.159,0.099,1.7469999999999999,0.2228
2011-08-18,23.9498,30.28,5.7513,0.0967,0.32299999999999995,3.0460000000000003,2.184,0.1944
2011-08-18,24.2511,31.2653,5.0932,0.0928,0.152,0.172,1.158,0.2321
2011-08-19,23.5772,29.9928,5.2363,0.0501,0.481,5.392,4.71,0.1533
2011-08-19,23.2547,30.6541,5.551,0.1729,0.123,0.868,5.045,0.173
2011-08-19,23.3549,31.7801,5.0932,0.0858,0.107,0.622,6.879,0.1554
2011-08-19,25.4744,32.9993,4.9501,0.0858,0.07200000000000001,0.086,4.398,0.2612
2011-08-19,27.7979,33.8634,4.5209,0.0804,0.145,0.52,2.036,0.4172
2011-08-19,25.3038,33.7035,3.4963,0.0116,0.1194,0.1496,3.596,0.2445
2011-08-19,25.0973,33.5849,4.0902,0.0373,0.1821,2.6559,4.41,0.2014
2011-08-19,25.2106,32.2609,4.9787,0.068,0.1,0.109,5.8,0.2537
2011-08-19,25.0496,33.3707,4.6001,0.0163,0.1489,8.3721,4.039,0.1486
2011-08-19,25.4145,31.9374,5.6941,0.1371,0.056,0.121,6.0120000000000005,0.2722
2011-08-19,25.4603,33.3847,4.6262,0.0071,0.161,1.3259999999999998,2.7969999999999997,0.2394
2011-08-19,24.8626,33.2191,4.6296,0.4886,0.1166,5.6814,1.975,0.1971
2011-08-20,25.7949,32.238,5.1467,0.0094,0.1625,4.7855,4.5280000000000005,0.2348
2011-08-20,24.7127,32.707,4.7139,0.02,0.1709,5.9201,2.276,0.168
2011-08-20,25.3808,31.3669,5.0825,0.0119,0.3566,0.3764,5.843999999999999,0.2731
2011-08-20,24.8633,31.1683,5.2006,0.0113,0.097,3.533,5.083,0.2147
2011-08-20,23.6595,31.5734,5.2363,0.0198,0.146,0.47200000000000003,7.882999999999999,0.1663
2011-08-20,24.9493,30.2696,5.0302,0.012,0.197,0.47100000000000003,6.322,0.27
2011-08-20,19.3432,32.2699,5.3221,0.1239,0.217,2.511,6.74,0.0389
2011-08-20,24.6538,30.1727,5.2847,0.0133,0.6323,5.6977,6.691,0.1892
2011-08-20,25.3769,31.3398,5.2572,0.0059,0.2712,0.6798,2.148,0.283
2011-08-20,25.8226,31.9392,4.9732,0.0049,0.0961,0.1289,1.036,0.3164
2011-08-20,26.4875,32.7858,4.9732,0.0062,0.0613,0.1257,0.639,0.3458
2011-08-20,26.9777,33.541,5.2832,0.0062,0.0415,0.4685,0.767,0.3543
2011-08-20,26.8762,33.6711,4.7161,0.0085,0.0328,0.1472,0.887,0.3537
2011-08-20,26.9705,33.6033,4.7117,0.0079,0.0716,0.1544,0.9440000000000001,0.3618
2011-08-21,26.6048,33.8491,4.5714,0.0252,0.0424,0.0056,1.8880000000000001,0.3292
2011-08-21,26.9215,33.9447,4.0865,0.0177,0.018000000000000002,0.11599999999999999,2.73,0.3502
2011-08-21,26.3092,33.9392,4.6611,0.0186,0.026,0.127,2.362,0.3008
2011-08-21,26.9149,33.9301,4.5415,0.0148,0.039,0.005,3.286,0.3437
2011-08-26,24.9851,33.6527,5.0597,0.0323,0.0714,1.8571,2.7857,0.2004
2011-08-27,24.2667,32.998000000000005,5.7444,0.0323,0.0714,1.5,2.75,0.1741
2011-08-27,24.5096,32.6889,6.2685,0.2903,0.2143,3.1429,5.1786,0.1785
2011-08-27,24.3963,32.9827,4.8509,0.0323,0.0714,1.5714,2.8929,0.1861
2011-08-28,24.4937,33.4054,4.8243,0.0645,0.0714,1.5714,4.2857,0.1815
2011-08-28,24.5289,32.5064,4.846,0.8387,0.1429,13.4286,13.6429,0.1175
2011-08-28,22.64,30.74,5.4542,0.2836,0.1199,4.96,6.2087,0.1183
2011-08-28,22.66,31.44,5.7099,0.1837,0.1044,4.402,7.6696,0.1065
2011-08-28,23.05,30.89,5.5678,0.2659,1.1598,4.618,7.0870000000000015,0.1223
2011-08-28,24.4363,33.5815,4.8238,0.0323,0.0714,1.2143,2.75,0.1815
2011-08-28,23.58,30.495,5.4826,0.267,0.1433,6.395,5.1478,0.1488
2011-08-29,23.85,30.74,5.2553,0.3385,0.4506,2.8989999999999996,3.113,0.1961
2011-08-29,23.95,31.46,5.0991,0.3346,0.6355,8.908999999999997,3.4696,0.1361
2011-08-29,24.4874,32.986999999999995,4.8629,0.0323,0.0714,2.0,3.5714,0.1845
2011-08-29,24.0823,32.7639,4.9074,0.0323,0.0714,1.2143,5.3214,0.1705
2011-08-30,24.7164,32.6314,4.8554,0.0323,0.0714,1.7857,2.0357,0.2101
2011-08-30,19.52,32.17,5.9229,0.4571,0.6169,6.254,8.3391,0.0345
2011-08-30,23.42,32.01,4.815,0.4916,0.8551,8.445,9.713,0.1068
2011-08-30,24.08,31.37,5.8661,0.6247,0.0964,1.906,8.0087,0.2079
2011-08-30,24.73,31.18,5.2553,0.2401,0.0806,2.248,4.5826,0.2372
2011-08-30,24.5,31.83,5.1701,0.2361,0.2362,2.84,4.4522,0.2036
2011-08-31,23.99,31.9,5.1843,0.2554,0.1632,4.827,6.3739,0.1557
2011-08-31,24.0,31.84,5.5252,0.2961,0.0229,5.687,4.9652,0.1548
2011-08-31,24.864,31.94,6.9882,0.3365,0.1994,6.55,10.3652,0.1615
2011-08-31,24.1,31.855,5.8235,0.0442,0.1009,6.6960000000000015,11.3304,0.1228
2011-08-31,24.761999999999997,30.109,7.1728,0.3069,0.18,6.398,5.7913,0.1999
2011-09-01,26.5393,33.413000000000004,4.6581,0.0323,0.0714,2.2143,6.0,0.2887
2011-09-01,24.66800000000001,31.8749,5.1985,0.4913,0.0973,12.946,6.4147,0.1333
2011-09-01,24.596,31.7268,5.0139,0.0734,0.0799,6.742000000000001,3.8435,0.169
2011-09-02,24.026999999999997,31.8128,5.8519,0.0512,0.2663,4.777,3.6435,0.1507
2011-09-02,23.2704,31.4273,5.4258,0.1727,0.2183,4.775,3.9130000000000003,0.1334
2011-09-02,22.430999999999997,31.5,4.9855,0.1547,0.524,9.593,5.712999999999999,0.0759
2011-09-04,24.1402,31.9654,5.0707,0.2204,0.0287,8.081,4.5478,0.1403
2011-09-04,23.4697,31.7049,5.3122,0.177,0.0269,8.713,4.3304,0.1122
2011-09-04,22.52,31.91,5.9797,0.6163,0.0264,4.043,3.1217,0.1231
2011-09-05,22.6,31.15,4.7156,0.4127,1.8006,5.584,7.3826,0.1029
2011-10-05,20.2981,32.8418,5.2115,0.2258,0.0714,1.8571,4.3929,0.0564
2011-10-05,20.3234,33.0582,5.2037,0.129,0.0714,1.7857,2.0357,0.0563
2011-10-05,20.243,32.8716,5.2171,0.1613,0.0714,2.7857,3.0,0.0525
2011-10-05,19.7713,33.1731,5.2532,0.1613,0.0714,1.7143,3.1071,0.0464
2011-10-06,20.9446,32.946999999999996,5.1486,0.129,0.0714,2.0714,1.0714,0.0694
2011-10-06,20.9471,32.9863,5.1471,0.129,0.0714,2.0714,1.3571,0.0688
2011-10-06,20.8284,33.0507,5.1563,0.129,0.0714,2.4286,2.0714,0.0636
2011-10-06,20.2973,33.0118,5.2077,0.129,0.0714,2.5714,2.0,0.0536
2011-10-06,20.2567,32.9986,5.2115,0.129,0.0714,2.1429,2.8571,0.0535
2011-10-07,19.7233,31.7701,5.0644,0.1616,1.3678,4.275,4.3668,0.0415
2011-10-07,18.433,32.21,5.6176,0.0484,0.2027,5.019,4.5502,0.0251
2011-10-07,18.1532,31.3636,5.7169,0.2158,0.8263,6.152,6.7598,0.023
2011-10-07,19.5131,32.1604,5.4758,0.1425,0.7008,4.647,7.6069,0.0348
2011-10-07,19.1016,32.1962,5.3339,0.0706,0.1666,5.3820000000000014,6.3493,0.0303
2011-10-07,18.5805,32.3932,5.5893,0.0061,0.1689,5.754,6.131,0.0237
2011-10-08,18.8491,32.2228,5.5183,0.01,0.1043,3.6639999999999997,8.1397,0.029
2011-10-08,18.254,32.3397,5.7027,0.4279,0.1626,4.04,5.0917,0.0282
2011-10-08,20.1448,33.0292,5.2216,0.129,0.0714,1.5714,2.0357,0.054
2011-10-08,20.6629,33.2429,5.1662,0.2258,0.1429,2.7857,3.8929,0.0577
2011-10-08,18.1347,32.4079,5.646,0.0712,0.1798,4.078,5.7118,0.0233
2011-10-08,22.4823,33.4635,4.9887,0.1613,0.0714,2.7857,0.6429,0.1034
2011-10-08,21.9599,33.4361,5.041,0.1613,0.0714,1.8571,1.7857,0.0913
2011-10-08,20.7036,33.1572,5.1646,0.129,0.0714,0.3571,1.6429,0.0687
2011-10-08,23.2971,33.7619,4.9149,0.1613,0.1429,1.4286,1.7143,0.1345
2011-10-09,20.8967,33.1162,5.1484,0.129,0.0714,1.9286,2.0357,0.0665
2011-10-09,21.7517,33.2571,5.065,0.129,0.0714,2.5,0.75,0.0847
2011-10-09,20.5792,33.0693,5.1787,0.129,0.0714,1.9286,2.4286,0.06
2011-10-09,18.1669,32.4812,5.6176,0.3085,0.1053,5.381,8.0699,0.0227
2011-10-09,18.5425,32.3499,5.8729999999999976,0.1716,0.1747,7.0470000000000015,5.0393,0.0233
2011-10-09,19.2493,32.2814,5.6318,0.4192,0.2082,6.14,4.9432,0.0345
2011-10-09,18.8202,32.3188,5.8304,0.0487,0.8098,5.204,5.869,0.0258
2011-10-09,19.0352,32.1556,5.5041,0.7369,0.4203,4.731,5.5546,0.0391
2011-10-10,19.1289,32.2625,5.4616,0.0096,0.0839,5.947,5.4935,0.0291
2011-10-10,18.5681,32.3849,5.7169,0.0871,1.129,6.987,4.9956,0.0214
2011-10-10,18.0486,32.5341,5.9439,0.7433,1.2907,6.526,11.5022,0.0202
2011-10-10,18.0181,32.3615,5.0218,1.1649,0.4979,7.7620000000000005,8.392999999999999,0.0259
2011-10-10,17.0315,32.7325,5.6886,0.8351,0.3231,7.48,14.5677,0.0141
2011-10-11,21.4656,33.4287,5.086,0.129,0.0714,2.7857,1.0,0.0745
2011-10-11,21.28,33.1142,5.1144,0.1613,0.1429,2.2857,2.5714,0.0733
2011-10-11,21.4506,33.1087,5.0968,0.1613,0.1429,3.6429,3.0357,0.071
2011-10-12,21.8094,33.2277,5.06,0.129,0.0714,2.5,1.3571,0.0856
2011-10-12,23.8994,34.0302,4.8549,0.1613,0.0714,4.0,3.1786,0.1333
2011-10-12,23.3633,33.681,4.9109,0.1613,0.0714,2.8571,2.6786,0.1265
2011-10-12,19.1632,32.0572,5.9581,0.2404,0.1515,6.445,7.4323,0.0298
2011-10-12,21.2234,32.9965,5.1199,0.7742,0.5714,10.1429,13.8571,0.0454
2011-10-12,19.7536,31.8967,5.5609,0.3644,0.0893,6.001,7.5197,0.0403
2011-10-12,20.4921,31.3882,5.3765,0.1925,0.1802,5.691,4.2707,0.055
2011-10-12,20.000999999999998,31.3526,5.5467,0.0371,0.2939,6.2010000000000005,4.0087,0.0429
2011-10-13,19.3276,32.1091,5.5751,0.1152,0.1463,6.227,7.9653,0.0305
2011-10-13,18.4854,32.8704,5.6602,0.013,0.3519,5.0889999999999995,7.1354,0.0219
2011-10-14,21.6252,33.4406,5.0717,0.3548,0.3571,3.8571,6.9286,0.0703
2011-10-14,24.4025,34.0298,4.8131,0.1613,0.1429,4.5714,2.8214,0.1499
2011-10-15,24.0842,34.0323,4.8395,0.1613,0.1429,3.0,1.9643,0.1506
2011-10-15,22.6117,33.6316,4.9774,0.4194,0.4286,3.9286,7.8214,0.0934
2011-10-23,19.7446,33.1533,5.2111,0.2499,0.14400000000000002,0.907,5.5089999999999995,0.0476
2011-10-23,19.0215,32.8858,5.2395,0.2349,0.093,0.6729999999999999,6.855,0.0384
2011-10-23,24.0492,34.1697,4.05,0.232,0.09,0.11900000000000001,2.271,0.1801
2011-10-23,23.0338,34.0721,4.673,0.2557,0.07400000000000001,0.11,2.5869999999999997,0.1337
