Observation Date,Temperature,Salinity,Dissolved Oxygen,Probability
2006-11-15,22.88,33.982,5.26,10.7555
2006-11-15,21.99,33.971,5.03,8.3715
2006-11-15,21.99,33.971,5.03,8.3715
2006-11-15,22.18,33.964,5.2,8.6828
2006-11-15,22.2,33.958,5.4,8.4863
2006-11-15,22.07,33.949,5.52,7.9949
2006-11-15,21.71,33.958,5.74,6.8748
2006-11-15,21.29,33.821,5.26,6.4628
2006-11-15,21.12,33.247,5.03,6.4426
2006-11-15,21.11,33.259,5.26,6.1993
2006-11-15,21.42,33.541,5.12,6.9513
2006-11-15,21.63,33.703,5.12,7.4088
2006-11-15,21.63,33.703,5.12,7.4088
2006-11-15,21.69,33.921,5.03,7.6054
2006-11-16,21.73,33.904,5.09,7.6408
2006-11-16,22.0,33.914,5.0,8.451
2006-11-16,22.21,33.944,5.03,8.9949
2006-11-16,22.36,33.976,4.92,9.5818
2006-11-16,22.19,33.993,4.8,9.2302
2006-11-16,22.23,33.986999999999995,4.97,9.1209
2006-11-16,22.98,34.086999999999996,5.06,11.386
2006-12-06,15.66,33.13,5.32,0.9492
2006-12-06,17.83,33.47,5.38,1.9796
2006-12-06,18.32,33.51,5.49,2.3016
2006-12-06,18.63,33.44,5.43,2.5916
2006-12-06,18.6,33.56,5.32,2.5993
2006-12-06,15.69,32.9,5.58,0.9273
2006-12-06,15.22,32.88,5.42,0.8075
2006-12-06,14.82,32.72,5.59,0.6867
2006-12-06,14.55,32.69,5.43,0.6415
2006-12-06,13.63,32.55,5.6,0.4539
2006-12-07,17.25,33.29,5.42,1.6182
2006-12-07,17.21,33.26,5.62,1.5475
2006-12-07,18.97,33.64,5.53,2.8485
2006-12-07,20.34,33.69,5.7,4.4168
2006-12-07,20.26,33.73,5.42,4.4832
2006-12-07,20.26,33.56,5.82,4.2379
2006-12-07,17.39,33.27,5.53,1.6706
2006-12-07,17.31,33.24,5.72,1.578
2006-12-07,13.77,32.36,5.99,0.4507
2006-12-07,13.65,32.39,5.72,0.4508
2006-12-07,14.15,32.53,6.02,0.5097
2006-12-07,12.6,32.22,5.83,0.3078
2006-12-07,12.99,32.35,5.96,0.3443
2006-12-07,15.31,32.77,5.82,0.7846
2006-12-07,17.93,33.29,5.6,1.9912
2006-12-07,17.35,33.13,5.42,1.6844
2006-12-07,20.06,33.72,5.24,4.3098
2006-12-10,20.48,33.67,5.01,5.1516
2006-12-10,20.68,33.7,5.13,5.4028
2006-12-10,20.42,33.62,5.06,5.0185
2006-12-10,20.35,33.49,5.1,4.8925
2006-12-11,20.5,33.79,4.87,5.2781
2006-12-11,20.71,33.66,5.04,5.5399
2006-12-11,20.55,33.92,5.13,5.1362
2006-12-11,19.94,33.33,5.1,4.2831
2006-12-11,19.64,33.56,5.15,3.8102
2006-12-11,19.18,33.34,5.23,3.2402
2006-12-11,18.79,33.57,5.15,2.8489
2006-12-11,18.81,33.62,5.42,2.745
2006-12-11,18.83,33.58,5.44,2.7589
2006-12-11,18.81,33.61,5.42,2.7459
2006-12-11,18.12,33.47,5.0,2.3239
2006-12-11,18.29,33.02,5.06,2.4778
2006-12-11,11.24,33.675,6.2,0.1709
2006-12-11,18.41,33.39,5.13,2.5229
2006-12-11,18.68,33.31,5.19,2.7497
2006-12-11,18.78,33.49,5.04,2.8963
2006-12-11,18.52,33.33,5.08,2.6462
2006-12-11,14.88,33.778,5.78,0.6563
2006-12-11,18.76,33.49,5.24,2.7876
2006-12-12,18.43,33.52,5.33,2.4509
2006-12-12,17.8,33.18,5.28,2.0098
2006-12-12,15.04,33.796,5.47,0.7291
2006-12-12,15.82,32.57,5.39,1.0116
2006-12-12,15.5,32.78,5.2,0.9258
2006-12-12,15.11,32.81,5.39,0.7826
2006-12-12,15.19,33.848,5.38,0.7783
2006-12-12,14.54,32.67,5.21,0.6626
2006-12-12,15.68,33.933,5.24,0.9423
2006-12-12,15.94,33.991,5.21,1.035
2006-12-12,12.01,33.768,6.03,0.2297
2006-12-13,12.07,33.732,5.96,0.2376
2006-12-13,12.12,33.799,5.7,0.2516
2006-12-13,16.0,33.876,5.31,1.0442
2006-12-13,15.84,33.981,5.39,0.9714
2006-12-13,15.92,33.988,5.22,1.0262
2006-12-14,15.78,33.888000000000005,5.42,0.9496
2006-12-14,16.05,34.067,5.24,1.0677
2006-12-14,15.85,33.754,5.36,0.987
2006-12-14,17.87,34.238,5.16,2.0257
2006-12-14,11.08,31.941,6.42,0.1654
2006-12-14,15.64,33.93,5.39,0.9073
2006-12-14,11.66,32.35,6.38,0.2014
2006-12-14,11.11,32.413000000000004,5.95,0.1774
2006-12-14,15.54,33.885,5.34,0.8844
2006-12-14,11.48,32.273,6.41,0.1886
2006-12-14,15.58,33.866,5.3,0.9032
2006-12-14,11.25,32.275,6.68,0.1665
2006-12-15,12.59,32.303000000000004,6.38,0.2799
2006-12-15,14.41,33.783,5.73,0.5608
2006-12-15,12.36,32.309,6.47,0.2544
2006-12-15,12.1,32.291,6.18,0.2434
2006-12-15,16.39,33.575,5.23,1.2244
2006-12-15,12.02,32.330999999999996,6.49,0.2248
2006-12-15,12.28,32.397,6.21,0.2571
2006-12-15,11.55,32.205,6.42,0.1934
2006-12-19,10.84,32.383,6.51,0.1475
2006-12-19,11.79,32.475,6.22,0.2154
2006-12-19,17.65,34.243,5.56,1.7614
2006-12-19,11.17,32.585,5.98,0.1793
2006-12-19,17.25,34.254,5.38,1.5767
2006-12-19,11.32,32.599000000000004,6.17,0.1832
2006-12-19,11.56,32.544000000000004,6.35,0.1941
2006-12-19,17.61,34.251999999999995,5.33,1.8011
2006-12-20,11.98,32.605,6.18,0.2308
2006-12-20,16.64,34.13,5.45,1.266
2006-12-20,11.77,32.619,6.22,0.2129
2006-12-20,11.79,32.769,6.32,0.2099
2006-12-20,11.77,32.739000000000004,5.81,0.2265
2006-12-20,11.76,32.529,6.44,0.2053
2006-12-20,11.35,32.481,6.81,0.1677
2006-12-24,12.07,32.736999999999995,6.18,0.2372
2006-12-24,12.48,32.653,6.21,0.2735
2006-12-24,12.31,32.778,6.35,0.2508
2006-12-24,12.79,32.349000000000004,6.18,0.3097
2006-12-24,14.09,32.85,6.01,0.4945
2006-12-24,13.95,32.833,6.19,0.4576
2006-12-24,15.33,33.685,5.71,0.7797
2006-12-25,15.64,33.711,5.78,0.8587
2007-02-04,7.6,32.435,6.6933,0.0455
2007-02-04,5.39,32.007,6.9924,0.0202
2007-02-04,7.04,32.504,6.7218,0.0371
2007-02-04,6.74,32.631,6.7076,0.0333
2007-02-05,7.26,32.65,6.4512,0.0417
2007-02-05,7.7,32.586,6.5936,0.0477
2007-02-05,7.78,32.669000000000004,6.437,0.0502
2007-02-05,7.62,32.659,6.3658,0.048
2007-02-05,8.1152,34.1271,6.4,0.0541
2007-02-05,8.4734,34.0884,6.3997,0.0614
2007-02-05,7.17,32.564,6.7788,0.0384
2007-02-05,7.27,32.361,6.8357,0.0397
2007-02-05,7.6638,33.9983,6.5519,0.0452
2007-02-05,12.52,33.455999999999996,6.17,0.2717
2007-02-05,14.96,33.82,6.0,0.6507
2007-02-05,5.86,32.161,7.1775,0.023
2007-02-05,15.53,33.875,5.9,0.806
2007-02-05,12.2607,34.2517,6.1878,0.2406
2007-02-05,14.86,33.751999999999995,6.35,0.5952
2007-02-05,14.63,33.789,6.21,0.5608
2007-02-05,13.0,33.496,6.19,0.3202
2007-02-05,11.79,33.519,6.21,0.2082
2007-02-05,9.505,34.2715,6.5322,0.086
2007-02-06,11.06,33.279,6.24,0.1615
2007-02-06,10.02,33.211999999999996,6.18,0.1132
2007-02-06,12.35,33.549,6.08,0.2588
2007-02-06,12.1651,34.2725,6.0542,0.2376
2007-02-06,10.28,33.164,5.82,0.1318
2007-02-06,14.93,33.842,5.86,0.658
2007-02-06,14.81,33.525999999999996,5.92,0.6315
2007-02-06,12.4664,34.1481,6.0542,0.2653
2007-02-06,15.87,33.883,5.63,0.9478
2007-02-06,16.11,33.78,5.66,1.0294
2007-02-06,12.6476,34.2534,5.9102,0.2884
2007-02-06,6.16,32.275999999999996,7.0778,0.0259
2007-02-06,16.21,33.898,5.98,1.0089
2007-02-06,15.47,33.853,6.0,0.7773
2007-02-06,7.89,32.551,6.7503,0.0498
2007-02-06,14.33,33.917,6.42,0.4858
2007-02-06,11.8123,34.2795,5.7997,0.2185
2007-02-06,14.31,33.713,6.92,0.4483
2007-02-06,8.2,32.707,6.4512,0.058
2007-02-06,12.96,33.641,6.82,0.2839
2007-02-06,10.79,33.296,6.8,0.1341
2007-02-06,9.19,32.985,6.14,0.0857
2007-02-06,12.6327,34.2692,6.0617,0.2798
2007-02-06,10.1,33.173,6.23,0.1157
2007-02-06,8.12,32.736999999999995,6.0952,0.0597
2007-02-06,11.52,33.262,6.13,0.1935
2007-02-06,13.6692,34.3428,6.0934,0.4
2007-02-06,8.19,32.510999999999996,6.7076,0.0558
2007-02-06,16.41,33.876,5.52,1.1653
2007-02-06,8.1,32.631,6.7361,0.0536
2007-02-06,16.92,33.856,5.42,1.4155
2007-02-06,12.5692,34.1326,5.7743,0.2879
2007-02-06,16.88,33.894,5.38,1.4031
2007-02-06,8.45,32.65,6.6648,0.0613
2007-02-06,9.07,32.939,6.1379,0.0823
2007-02-06,12.5593,34.1999,5.9186,0.2797
2007-02-07,8.71,32.933,6.1094,0.0728
2007-02-07,8.8831,34.0843,6.9178,0.0653
2007-02-07,8.75,32.817,6.4655,0.07
2007-02-07,10.3284,34.1237,6.1412,0.1232
2007-02-07,7.13,32.469,6.38,0.0405
2007-02-07,16.78,33.919000000000004,5.82,1.2622
2007-02-07,11.7859,34.2124,6.1966,0.2035
2007-02-07,16.82,33.918,5.9,1.2637
2007-02-07,16.38,33.948,5.6,1.1358
2007-02-07,11.4397,34.1905,6.0811,0.1837
2007-02-07,8.27,32.633,6.6221,0.058
2007-02-07,16.64,33.931,5.53,1.2584
2007-02-07,12.3924,34.1578,5.8894,0.2653
2007-02-07,16.94,33.985,5.81,1.3338
2007-02-07,11.5,33.3,6.5579,0.1791
2007-02-07,12.3745,34.2099,5.7156,0.2707
2007-02-07,17.12,33.949,5.42,1.5129
2007-02-07,17.41,33.927,5.39,1.6826
2007-02-07,12.94,33.95,6.3117,0.3028
2007-02-07,17.21,33.912,5.28,1.5981
2007-02-07,12.3911,34.1679,5.8445,0.267
2007-02-07,14.57,33.93,6.0394,0.5617
2007-02-07,16.72,33.848,5.46,1.3122
2007-02-07,15.11,33.86,5.9036,0.6956
2007-02-07,15.82,34.24,5.8641,0.8863
2007-02-07,14.3539,34.403,5.6949,0.5415
2007-02-08,16.28,34.3,5.752999999999999,1.0577
2007-02-08,12.331,34.2708,5.9458,0.2563
2007-02-08,16.6,34.38,5.6441,1.2003
2007-02-08,16.95,34.48,5.4833,1.3867
2007-02-08,17.15,34.43,5.9683,1.3785
2007-02-08,17.06,34.4,5.5568,1.4279
2007-02-08,17.08,34.4,5.4084,1.4722
2007-02-08,17.05,34.36,5.4635,1.4462
2007-02-08,16.65,34.29,5.567,1.2403
2007-02-08,16.35,34.24,5.7623,1.0844
2007-02-08,15.69,34.11,5.9471,0.8394
2007-02-08,14.96,32.9,6.0093,0.6702
2007-02-08,14.12,33.98,6.1988,0.4666
2007-02-08,11.79,33.5,6.3768,0.2028
2007-02-08,10.67,32.82,6.5444,0.1361
2007-02-09,10.25,32.46,6.5269,0.1191
2007-02-09,10.36,32.36,6.6642,0.1216
2007-02-09,11.14,32.81,6.3848,0.1649
2007-02-09,11.22,32.87,6.3973,0.1689
2007-02-09,11.4,33.14,6.3609,0.1794
2007-02-09,15.89,33.78,5.7,0.9471
2007-02-09,11.1,32.97,6.4389,0.1603
2007-02-09,15.66,33.762,5.89,0.8482
2007-02-09,11.75,33.4,6.3661,0.201
2007-02-09,15.42,33.686,5.87,0.7842
2007-02-09,13.53,33.93,6.1409,0.3833
2007-02-09,14.55,33.598,5.86,0.5806
2007-02-09,14.72,33.98,5.8993,0.6045
2007-02-09,14.3,33.669000000000004,5.72,0.5425
2007-02-09,15.89,34.2,5.8143,0.9168
2007-02-09,16.24,34.12,5.7536,1.0492
2007-02-09,13.52,33.537,5.98,0.3973
2007-02-09,17.26,33.87,5.5118,1.5695
2007-02-09,12.21,33.38,6.0,0.251
2007-02-10,13.57,33.617,5.72,0.4204
2007-02-10,14.01,33.716,5.86,0.4783
2007-02-10,14.3,33.784,5.72,0.5404
2007-02-10,14.46,33.792,5.68,0.5752
2007-02-10,14.71,33.82,5.6,0.6355
2007-02-10,14.82,33.806999999999995,5.63,0.6576
2007-02-10,15.11,33.760999999999996,5.6,0.7327
2007-02-10,15.17,33.809,5.6,0.7471
2007-02-10,15.39,33.832,5.51,0.8181
2007-02-11,12.7221,34.2675,5.9739,0.2929
2007-02-11,12.5173,34.1862,6.0544,0.2697
2007-02-11,13.1392,34.2828,5.976,0.3389
2007-02-11,12.8072,34.2186,5.9733,0.3023
2007-02-12,12.5278,34.1653,5.96,0.2751
2007-02-12,12.5769,34.1671,5.9165,0.2818
2007-02-12,14.73,33.806,5.63,0.6372
2007-02-12,9.61,32.958,5.9386,0.1028
2007-02-12,14.52,33.85,5.6,0.5939
2007-02-12,11.4713,34.1778,6.3392,0.1782
2007-02-12,14.15,33.799,5.68,0.5157
2007-02-12,9.56,32.952,5.9955,0.1001
2007-02-12,11.79,33.177,5.52,0.2354
2007-02-12,13.6859,34.3653,5.8863,0.4157
2007-02-12,9.63,32.953,6.1522,0.1
2007-02-12,13.3666,34.2346,6.0,0.3664
2007-02-12,14.3941,34.3787,5.5522,0.5624
2007-02-12,11.59,33.435,6.1522,0.1964
2007-02-12,12.11,33.635999999999996,6.1094,0.236
2007-02-12,12.1379,34.1819,6.0899,0.2347
2007-02-12,10.79,33.183,6.1522,0.1494
2007-02-12,13.413,34.2948,4.9595,0.4394
2007-02-12,9.79,32.986999999999995,6.3231,0.1028
2007-02-12,14.8739,34.4853,5.3835,0.6814
2007-02-12,12.21,33.743,5.8673,0.2532
2007-02-13,14.3793,34.4615,5.756,0.5399
2007-02-13,12.7492,34.2029,5.7769,0.3059
2007-02-19,7.42,32.917,6.5696,0.0429
2007-04-05,11.3591,34.256,5.7138,0.189
2007-04-05,11.0741,34.2499,6.0938,0.1608
2007-04-05,11.1716,34.2415,5.5015,0.1831
2007-04-05,12.956,34.3539,5.5435,0.3399
2007-04-05,14.095999999999998,34.4785,6.1729,0.4568
2007-04-05,12.9462,33.8567,4.8945,0.3824
2007-04-05,11.3591,34.256,5.7138,0.189
2007-04-06,12.3191,34.402,4.9452,0.2985
2007-04-06,12.2035,34.3623,5.7065,0.2539
2007-04-06,11.6418,34.3111,5.428999999999999,0.2182
2007-04-06,13.058,34.4132,5.1803,0.3727
2007-04-06,6.4,31.824,7.0225,0.0289
2007-04-06,13.1434,34.4217,5.6255,0.3575
2007-04-06,13.1593,34.3591,4.5639,0.4273
2007-04-06,6.67,32.393,7.6041,0.0283
2007-04-06,13.3359,34.3539,5.1269,0.4154
2007-04-06,7.36,32.55,7.5048,0.0366
2007-04-06,13.2988,34.3833,5.9473,0.359
2007-04-06,11.1979,34.106,5.745,0.1785
2007-04-06,8.18,32.615,7.3488,0.05
2007-04-06,10.7867,34.1171,5.3902,0.1635
2007-04-06,10.6929,34.1872,5.6703,0.1508
2007-04-06,10.9948,34.1966,6.0936,0.1566
2007-04-06,7.75,32.289,7.3913,0.0431
2007-04-06,11.3071,34.2365,5.0054,0.2081
2007-04-06,11.8105,34.2981,6.2749,0.2021
2007-04-06,8.6,32.543,8.2709,0.0501
2007-04-06,13.6457,34.3608,5.0887,0.466
2007-04-06,7.8,32.576,7.8027,0.0407
2007-04-06,12.4756,34.3432,5.4125,0.2932
2007-04-07,8.27,32.675,7.6751,0.0488
2007-04-07,11.7343,34.341,5.4731,0.2236
2007-04-07,13.0231,34.3821,4.7381,0.3958
2007-04-07,7.68,32.577,7.4481,0.0413
2007-04-07,10.2255,34.2217,5.4571,0.1322
2007-04-07,7.97,32.287,7.2778,0.0475
2007-04-07,7.74,32.246,7.6041,0.0416
2007-04-07,9.6551,34.2259,4.4435,0.1273
2007-04-07,12.587,34.4696,4.387,0.3581
2007-04-07,12.5023,34.3336,4.5344,0.341
2007-04-07,13.0476,34.396,4.9218,0.3874
2007-04-07,13.804,34.3768,4.3262,0.5566
2007-04-07,11.1882,33.9956,5.2579,0.1932
2007-04-07,13.2753,34.2967,4.9414,0.4198
2007-04-07,11.9398,34.1435,4.3154,0.2916
2007-04-07,11.6689,34.1648,4.46,0.2588
2007-04-07,11.5299,34.0895,4.04,0.2643
2007-04-08,8.07,32.274,7.8453,0.0449
2007-04-08,8.32,32.528,7.0083,0.0556
2007-04-08,8.17,32.696,7.1218,0.0515
2007-04-08,9.3,32.711999999999996,8.2709,0.0637
2007-04-08,9.21,32.578,9.2356,0.0531
2007-04-08,9.37,32.519,9.1789,0.0568
2007-04-08,9.55,32.715,8.1148,0.0714
2007-04-08,9.55,32.851,7.8595,0.0741
2007-04-09,9.85,32.842,8.8809,0.0698
2007-04-09,9.14,32.746,7.0225,0.0736
2007-04-09,9.11,32.24,6.837999999999999,0.0763
2007-04-09,9.49,32.716,6.8238,0.0861
2007-04-09,13.5199,34.3112,5.2,0.4387
2007-04-09,14.424000000000001,34.3368,6.4113,0.4958
2007-04-09,15.1817,34.519,5.8117,0.7079
2007-04-09,14.6572,34.4641,5.5178,0.6185
2007-04-09,12.7535,34.3574,6.2151,0.284
2007-04-09,12.7273,34.3478,5.9707,0.2928
2007-04-09,12.6609,34.3515,5.95,0.2869
2007-04-10,12.5875,34.3433,5.8965,0.2821
2007-04-10,12.3704,34.3632,5.6785,0.2705
2007-04-10,13.1935,34.43,6.1217,0.3358
2007-04-10,12.2695,34.3757,5.952999999999999,0.2496
2007-04-10,12.5104,34.3598,6.1755,0.2623
2007-04-10,12.7063,34.3676,5.8334,0.2969
2007-04-10,15.2486,34.5414,5.8759,0.7168
2007-04-10,10.41,32.806,7.5899,0.105
2007-04-10,15.0333,34.5274,5.0897,0.7543
2007-04-10,13.9047,34.3902,5.3693,0.4874
2007-04-10,13.5247,34.2802,5.4871,0.42
2007-04-10,10.95,33.052,8.5263,0.1083
2007-04-10,11.63,33.047,8.5404,0.1373
2007-04-10,10.62,33.012,9.1079,0.0879
2007-04-11,9.72,32.853,7.1643,0.088
2007-04-11,10.76,32.872,6.7104,0.1365
2007-04-11,14.5529,34.4258,5.7143,0.5785
2007-04-11,14.4893,34.3503,5.6714,0.571
2007-04-11,13.54,33.55,7.11,0.3334
2007-04-11,15.3944,34.5525,5.379,0.8166
2007-04-11,10.5,32.864000000000004,7.973,0.1016
2007-04-11,15.83,33.97,5.56,0.9424
2007-04-11,15.3723,34.5443,5.754,0.7632
2007-04-11,13.0411,34.3428,5.3521,0.3613
2007-04-11,15.2236,34.4971,5.2162,0.7909
2007-04-11,10.9,32.757,7.6325,0.1241
2007-04-11,15.6413,34.5575,5.9729,0.8094
2007-04-11,15.17,33.61,6.07,0.6975
2007-04-11,15.9019,34.6119,5.3859,0.9724
2007-04-11,14.7228,34.3619,5.9655,0.591
2007-04-11,12.52,33.5,6.76,0.2467
2007-04-11,13.4072,34.1673,6.6532,0.3353
2007-04-11,12.48,33.13,6.54,0.2552
2007-04-12,13.99,33.52,6.51,0.4306
2007-04-12,16.71,34.12,5.87,1.2137
2007-04-12,14.09,33.55,5.91,0.4907
2007-04-12,12.33,32.94,6.52,0.2444
2007-04-12,12.78,33.46,6.57,0.2791
2007-04-12,14.82,33.61,6.15,0.609
2007-04-14,16.41,33.94,5.24,1.2159
2007-04-14,16.35,33.95,5.6,1.1239
2007-04-14,16.62,33.92,5.39,1.2783
2007-04-14,18.73,34.06,5.28,2.6904
2007-04-14,16.97,33.94,5.83,1.3455
2007-04-15,16.07,33.89,5.69,1.0065
2007-04-15,15.25,33.72,5.87,0.738
2007-04-17,14.36,33.59,5.98,0.5328
2007-04-17,12.31,32.91,6.71,0.2356
2007-04-17,12.17,32.82,6.92,0.2175
2007-04-18,13.76,33.5,6.34,0.4085
2007-04-18,14.61,33.65,6.21,0.5595
2007-04-18,14.35,33.61,5.98,0.5306
2007-04-18,11.49,32.92,6.51,0.1822
2007-05-08,15.41,32.27,5.9389,0.8108
2007-05-08,15.17,32.39,5.8247,0.7561
2007-05-09,14.79,32.4,6.272,0.6157
2007-05-09,15.89,33.06,6.3029,0.8811
2007-05-09,15.97,33.57,6.3293,0.887
2007-05-09,18.12,34.2,5.6026,2.0621
2007-05-09,17.73,33.87,5.5447,1.8382
2007-05-09,17.78,33.77,5.7674,1.8115
2007-05-09,19.78,34.21,5.3771,3.776
2007-05-09,19.09,33.81,5.516,2.9581
2007-05-09,19.09,33.81,5.5728,2.9318
2007-05-09,18.68,33.61,5.4894,2.5973
2007-05-09,18.33,33.53,5.6859,2.2378
2007-05-09,17.49,34.03,5.6014,1.6671
2007-05-09,15.81,33.26,6.3021,0.8511
2007-05-09,15.3,32.82,6.4973,0.7002
2007-05-10,14.93,32.57,6.4973,0.6201
2007-05-10,14.31,32.57,6.7488,0.479
2007-05-10,14.54,32.61,6.1895,0.5674
2007-05-10,13.95,32.27,5.9087,0.488
2007-05-10,14.58,31.55,5.9375,0.6211
2007-05-10,14.98,32.28,5.938,0.6972
2007-05-10,14.93,32.42,6.1572,0.6583
2007-05-10,15.37,32.85,6.6889,0.6952
2007-05-10,15.46,32.73,7.2544,0.6579
2007-05-10,15.32,32.66,6.7169,0.6844
2007-05-10,15.83,32.98,6.4693,0.8424
2007-05-10,15.97,33.75,6.7777,0.8205
2007-05-10,16.51,33.75,6.047999999999999,1.1139
2007-05-11,18.09,33.56,6.3839999999999995,1.8422
2007-05-11,18.42,33.37,5.852,2.2607
2007-06-11,17.4315,33.7537,5.7834,1.6018
2007-06-11,14.13,31.761999999999997,6.4398,0.4856
2007-06-11,17.4501,33.8827,5.6984,1.6271
2007-06-11,18.1677,34.0834,5.4436,2.1581
2007-06-11,18.91,32.186,6.5826,2.4815
2007-06-11,18.2288,34.0483,5.2643,2.2701
2007-06-11,19.88,32.264,6.1828,3.6738
2007-06-11,18.2617,34.1171,5.3556,2.258
2007-06-11,18.2911,34.1715,5.3367,2.2837
2007-06-11,19.48,32.14,6.0971,3.2617
2007-06-12,19.73,32.278,5.9543,3.6156
2007-06-12,18.3201,34.1877,5.4275,2.2727
2007-06-12,20.05,32.695,6.0543,3.9152
2007-06-12,18.96,32.510999999999996,6.04,2.7201
2007-06-12,18.0869,34.1234,5.3663,2.1216
2007-06-12,19.86,32.389,5.8829,3.8075
2007-06-12,18.6956,34.2667,5.2041,2.6723
2007-06-12,20.16,32.228,6.0114,4.154
2007-06-12,18.8465,34.2514,5.2476,2.7968
2007-06-12,19.49,32.549,6.1685,3.1932
2007-06-12,18.5421,34.2502,5.2604,2.5138
2007-06-12,17.41,32.156,6.1971,1.5706
2007-06-12,19.1081,34.1601,5.3089,3.0393
2007-06-12,18.2401,34.1245,5.4134,2.2203
2007-06-12,18.2823,33.9723,5.3949,2.271
2007-06-12,18.0534,34.1321,5.4941,2.0546
2007-06-12,17.1127,34.0447,5.7309,1.4316
2007-06-12,14.9832,34.0134,6.2278,0.6283
2007-06-12,10.2795,34.1263,6.4725,0.1148
2007-06-12,11.7261,34.150999999999996,6.1524,0.2011
2007-06-13,13.4571,34.1787,5.8428,0.3887
2007-06-13,18.3366,33.9414,5.3742,2.3239
2007-06-13,18.4643,33.9693,5.4767,2.3875
2007-06-13,19.159000000000002,34.1882,5.3036,3.0924
2007-06-13,18.4813,34.283,5.0348,2.5479
2007-06-13,18.8611,34.2014,4.8592,2.9923
2007-06-13,19.51,31.8,6.2256,3.2662
2007-06-13,18.9778,34.2313,5.2121,2.944
2007-06-13,17.715,34.0779,5.3932,1.8601
2007-06-13,20.51,32.662,6.7397,4.1193
2007-06-13,20.09,32.473,5.7829999999999995,4.1692
2007-06-13,19.1496,34.2582,5.2386,3.1068
2007-06-13,20.04,32.369,6.1685,3.8745
2007-06-13,19.5562,34.2213,5.2421,3.572
2007-06-13,19.948,34.0171,5.2348,4.1127
2007-06-13,19.42,32.457,5.8829,3.2699
2007-06-13,20.26,32.461,6.1114,4.199
2007-06-13,19.9635,33.8903,5.3524,4.0766
2007-06-13,18.4621,33.9785,5.43,2.4025
2007-06-13,20.26,32.972,5.5974,4.4711
2007-06-13,17.5206,34.0397,5.5554,1.6968
2007-06-13,20.21,32.698,5.8829,4.2442
2007-06-14,17.8438,33.9752,5.5206,1.9127
2007-06-14,17.3759,34.0222,5.595,1.6044
2007-06-14,17.1377,34.0269,5.5816,1.4797
2007-06-14,20.34,32.428000000000004,5.5688,4.6959
2007-06-14,20.49,32.625,5.6259,4.8646
2007-06-14,18.51,32.629,5.683,2.4548
2007-06-14,13.86,32.729,6.04,0.4558
2007-06-16,20.34,32.523,5.6973,4.5897
2007-06-16,20.56,32.599000000000004,5.7401,4.8979
2007-06-16,20.47,32.67,5.8115,4.6891
2007-06-16,21.83,31.609,5.9258,7.4906
2007-06-16,20.12,32.888000000000005,5.7687,4.1643
2007-06-16,20.15,32.749,5.683,4.2824
2007-06-17,17.26,32.778,6.2256,1.4533
2007-06-17,18.15,32.921,5.9829,2.0475
2007-06-18,17.9293,34.022,5.2498,2.0533
2007-06-18,20.0976,33.7476,5.0083,4.5198
2007-06-18,20.369,34.0506,4.1335,5.6063
2007-06-18,20.2677,33.8928,5.0344,4.7448
2007-06-18,19.4363,34.1735,5.1783,3.4687
2007-06-18,20.3208,34.0449,5.1956,4.6888
2007-06-18,19.840999999999998,34.1637,5.2105,3.9621
2007-06-18,19.631,34.2174,5.2786,3.6439
2007-06-19,19.768,34.2078,5.1987,3.8666
2007-06-19,19.6749,34.1899,5.107,3.8022
2007-06-19,20.5348,33.9484,4.9932,5.2135
2007-06-19,20.0593,33.7852,5.1022,4.3922
2007-06-19,19.8686,33.7893,5.151,4.0862
2007-06-19,19.889,33.782,5.1378,4.1239
2007-06-19,18.0998,34.0126,5.2326,2.1847
2007-06-19,19.85,33.144,5.22,4.1029
2007-06-19,20.84,33.318000000000005,5.18,5.7258
2007-06-19,21.18,33.629,5.14,6.385
2007-06-19,20.3,33.077,5.04,4.9209
2007-06-19,20.24,32.501999999999995,5.32,4.7064
2007-06-19,19.62,33.165,5.47,3.6476
2007-06-19,18.74,33.121,5.39,2.7373
2007-06-20,19.029,33.8641,5.2656,3.0074
2007-06-20,19.3447,33.8484,5.263999999999999,3.353
2007-06-20,19.24,33.008,5.08,3.4229
2007-06-20,20.0675,33.9435,5.1,4.3832
2007-06-20,19.8554,33.8805,5.1621,4.0489
2007-06-20,19.75,33.018,5.1,4.0573
2007-06-20,21.189,34.2844,4.8967,6.5065
2007-06-20,20.3,32.981,5.13,4.8685
2007-06-20,20.9792,34.0968,4.9692,6.0396
2007-06-20,19.53,32.982,5.13,3.7522
2007-06-20,21.0457,34.0872,5.0001,6.1474
2007-06-20,21.02,33.435,5.41,5.8482
2007-06-20,21.2033,33.9899,5.0224,6.4749
2007-06-20,21.96,33.679,5.19,8.1705
2007-06-20,22.54,33.838,5.17,9.8265
2007-06-20,20.8764,34.1798,5.0039,5.7906
2007-06-20,22.39,33.773,5.11,9.4683
2007-06-20,21.5588,34.0955,4.9898,7.2897
2007-06-20,22.16,33.805,5.23,8.6314
2007-06-20,21.4583,34.0766,4.9844,7.0633
2007-06-20,20.2967,33.8735,5.3032,4.6
2007-06-20,21.35,33.119,5.15,6.8536
2007-06-20,21.15,33.268,5.2,6.3374
2007-06-20,20.83,33.052,5.33,5.6257
2007-06-20,20.47,33.07,5.23,5.0614
2007-06-20,20.37,32.788000000000004,5.28,4.9014
