Observation Date,Temperature,Temperature_Probability,Salinity,Salinity_Probability,Dissolved Oxygen,Oxygen_Probability,Phosphate Phosphorus,Phosphate_Probability,Nitrous Acid Nitrogen,Nitrous_Probability,Nitric Acid Nitrogen,Nitric_Probability,Silicic Acid Silicon,Silicic_Probability
2008-10-10,22.74,0.9035,32.179,0.0001,5.53,0.0036,0.0324,0.0048,0.046,0.0047,2.8689999999999998,0.004,6.3168,0.0042
2008-10-12,20.944000000000006,0.8373,31.926,0.0001,5.46,0.0036,0.0418,0.0048,0.042,0.0047,20.305,0.0014,15.5753,0.0035
2008-10-12,21.5838,0.8643,32.5483,0.0001,6.0751,0.0035,0.0065,0.0048,0.2186,0.0047,0.1831,0.0047,4.5716,0.0044
2008-10-12,24.932,0.9511,33.287,0.0001,4.86,0.0037,0.0538,0.0048,0.019,0.0047,19.011,0.0015,9.2827,0.004
2008-10-12,25.524,0.9595,33.358000000000004,0.0001,5.13,0.0037,0.0168,0.0048,0.009000000000000001,0.0047,13.206,0.0021,9.6104,0.004
2008-10-12,23.2613,0.9177,33.0323,0.0001,5.8759,0.0036,0.029,0.0048,0.2697,0.0047,0.3496,0.0046,1.4569999999999999,0.0046
2008-10-12,25.566,0.9601,33.383,0.0001,4.8,0.0038,0.0139,0.0048,0.023,0.0047,6.697,0.0031,10.2476,0.0039
2008-10-12,21.3478,0.8548,33.0976,0.0001,6.1588,0.0035,0.2258,0.0052,0.0855,0.0047,0.2534,0.0047,1.5922,0.0046
2008-10-12,21.3025,0.853,33.0017,0.0001,6.1558,0.0035,0.3387,0.0054,0.0435,0.0047,0.2152,0.0047,1.9781,0.0046
2008-10-12,25.947,0.9647,33.51,0.0001,4.67,0.0038,0.0724,0.0049,0.023,0.0047,2.9989999999999997,0.0039,5.5014,0.0043
2008-10-12,20.1663,0.7988,33.4504,0.0001,6.2213,0.0035,0.2419,0.0052,0.0798,0.0047,0.2327,0.0047,3.926,0.0044
2008-10-13,24.933000000000003,0.9511,33.279,0.0001,4.69,0.0038,0.0423,0.0048,0.035,0.0047,2.758,0.004,7.393,0.0041
2008-10-13,20.7732,0.8294,33.0989,0.0001,6.1133,0.0035,0.1871,0.0051,0.0136,0.0047,0.1388,0.0047,2.2129,0.0046
2008-10-13,25.521,0.9595,33.376999999999995,0.0001,4.61,0.0038,0.287,0.0053,0.019,0.0047,4.194,0.0037,5.4227,0.0043
2008-10-13,21.1494,0.8464,33.0813,0.0001,6.0137,0.0035,0.2871,0.0053,0.0042,0.0047,0.3691,0.0046,2.3419,0.0045
2008-10-13,22.8556,0.9069,32.9273,0.0001,5.7813,0.0036,0.229,0.0052,0.1277,0.0047,0.3862,0.0046,1.0854,0.0047
2008-10-13,21.8394,0.874,32.5269,0.0001,6.0399,0.0035,0.3161,0.0053,0.1197,0.0047,0.4148,0.0046,5.2549,0.0043
2008-10-13,21.8438,0.8742,32.5081,0.0001,6.1632,0.0035,0.1871,0.0051,0.037000000000000005,0.0047,0.5146,0.0046,4.4675,0.0044
2008-10-13,21.9995,0.8798,33.1404,0.0001,6.1229,0.0035,0.1613,0.005,0.0711,0.0047,0.0689,0.0047,0.9297,0.0047
2008-10-14,21.6304,0.8661,33.3391,0.0001,6.0043,0.0035,0.0742,0.0049,0.0136,0.0047,0.1231,0.0047,2.1829,0.0046
2008-10-14,22.1105,0.8836,33.2817,0.0001,6.004,0.0035,0.0742,0.0049,0.0248,0.0047,0.1931,0.0047,2.0244,0.0046
2008-10-14,23.7977,0.9302,33.2659,0.0001,5.6723,0.0036,0.0355,0.0048,0.0212,0.0047,0.371,0.0046,2.5431,0.0045
2008-10-14,23.041,0.9119,32.650999999999996,0.0001,5.25,0.0037,0.0456,0.0048,0.14400000000000002,0.0047,7.574,0.003,11.0957,0.0038
2008-10-14,21.9288,0.8773,32.6215,0.0001,6.0943,0.0035,0.1484,0.005,0.0641,0.0047,0.3019,0.0047,3.9555,0.0044
2008-10-14,22.072,0.8823,31.840999999999998,0.0001,5.56,0.0036,0.0266,0.0048,0.102,0.0047,3.862,0.0037,10.578,0.0039
2008-10-14,21.579,0.8641,31.74,0.0001,5.25,0.0037,0.0283,0.0048,0.098,0.0047,3.582,0.0038,7.5987,0.0041
2008-10-14,21.834,0.8738,31.97300000000001,0.0001,5.04,0.0037,0.0806,0.0049,0.415,0.0046,7.256,0.003,10.89,0.0039
2008-10-15,22.441999999999997,0.8945,32.14,0.0001,4.89,0.0037,0.085,0.0049,0.115,0.0047,5.553999999999999,0.0034,12.6342,0.0037
2008-10-15,23.368000000000002,0.9203,33.037,0.0001,5.18,0.0037,0.1022,0.0049,0.029,0.0047,5.976,0.0033,9.5987,0.004
2008-10-16,23.326999999999998,0.9193,33.411,0.0001,4.1,0.0039,0.0869,0.0049,0.046,0.0047,4.91,0.0035,8.3855,0.004
2008-10-16,21.7095,0.8692,32.5028,0.0001,6.4492,0.0035,0.2032,0.0051,0.0235,0.0047,0.4661,0.0046,3.0863,0.0045
2008-10-16,17.93,0.6533,32.689,0.0001,4.76,0.0038,0.1648,0.0051,0.313,0.0046,11.364,0.0024,13.1102,0.0037
2008-10-16,24.7861,0.9488,33.4646,0.0001,5.4327,0.0036,0.1032,0.0049,0.0026,0.0047,0.2608,0.0047,3.3706,0.0045
2008-10-16,23.9157,0.9327,33.1372,0.0001,5.7548,0.0036,0.0387,0.0048,0.0191,0.0047,0.1794,0.0047,1.8771,0.0046
2008-10-16,20.1568,0.7983,32.8108,0.0001,5.9412,0.0036,0.1839,0.0051,0.1306,0.0047,1.2398,0.0044,7.6796,0.0041
2008-10-17,21.098000000000006,0.8442,31.82800000000001,0.0001,5.6388,0.0036,0.2166,0.0052,0.0857,0.0047,2.31,0.0041,7.8531,0.0041
2008-10-17,21.46,0.8594,31.609,0.0001,5.6672,0.0036,0.1299,0.005,0.1157,0.0047,1.9234,0.0042,7.4497,0.0041
2008-10-17,21.307,0.8531,31.756999999999998,0.0001,5.5394,0.0036,0.0649,0.0049,0.0794,0.0047,2.532,0.0041,9.4239,0.004
2008-10-17,21.029,0.8411,31.785999999999998,0.0001,5.6957,0.0036,0.0979,0.0049,0.1442,0.0047,1.8726,0.0042,7.5379,0.0041
2008-10-18,19.608,0.7673,32.249,0.0001,5.8093,0.0036,0.0968,0.0049,0.0946,0.0047,2.0282,0.0042,7.8438,0.0041
2008-10-18,19.629,0.7685,32.439,0.0001,6.2070000000000025,0.0035,0.1689,0.0051,0.0684,0.0047,1.9624,0.0042,5.3549,0.0043
2008-10-19,17.924,0.6528,32.665,0.0001,5.7951,0.0036,0.1947,0.0051,0.2967,0.0047,4.4543,0.0036,8.6397,0.004
2008-10-19,20.078,0.7941,32.396,0.0001,5.5678,0.0036,0.6525,0.0061,0.4191,0.0046,7.4578,0.003,10.3565,0.0039
2008-10-19,20.129,0.7968,32.371,0.0001,6.55,0.0035,0.4501,0.0056,0.0784,0.0047,1.8872,0.0042,3.9945,0.0044
2008-10-19,20.708000000000002,0.8263,32.027,0.0001,5.6246,0.0036,0.1237,0.005,0.0793,0.0047,2.7923,0.004,6.3495,0.0042
2008-10-19,20.753,0.8285,32.02,0.0001,5.7383,0.0036,0.0399,0.0048,0.0635,0.0047,2.3688,0.0041,5.8785,0.0042
2008-10-19,20.918000000000006,0.8361,32.003,0.0001,5.44,0.0036,0.0672,0.0049,0.0361,0.0047,1.8779,0.0042,4.3943,0.0044
2008-10-20,20.767,0.8291,31.862,0.0001,5.5394,0.0036,0.1083,0.0049,0.1135,0.0047,0.9475,0.0045,3.1637,0.0045
2008-10-20,20.395,0.8108,32.24,0.0001,5.6814,0.0036,0.0174,0.0048,0.0738,0.0047,0.9297,0.0045,6.2075,0.0042
2008-10-20,20.25,0.8033,32.379,0.0001,5.5820000000000025,0.0036,0.0567,0.0049,0.0875,0.0047,1.702,0.0043,6.6465,0.0042
2008-10-20,19.026,0.7308,32.458,0.0001,5.4258,0.0036,0.4063,0.0055,0.3154,0.0046,2.3686,0.0041,8.1614,0.0041
2008-10-20,19.754,0.7758,32.399,0.0001,5.9229,0.0036,0.3122,0.0053,0.1386,0.0047,0.9158,0.0045,4.2907,0.0044
2008-10-21,19.373,0.753,32.437,0.0001,5.5962,0.0036,0.6361,0.006,0.1504,0.0047,1.5041,0.0043,9.7709,0.0039
2008-10-21,19.494,0.7604,32.473,0.0001,5.8235,0.0036,0.145,0.005,0.0645,0.0047,1.1881,0.0044,6.0805,0.0042
2008-10-21,20.503,0.8163,32.225,0.0001,5.5394,0.0036,0.0525,0.0048,0.0739,0.0047,0.9479,0.0045,5.2617,0.0043
2008-10-21,20.52,0.8171,32.154,0.0001,5.6246,0.0036,0.2842,0.0053,0.0483,0.0047,0.871,0.0045,4.3313,0.0044
2008-10-21,20.555999999999997,0.8189,31.993000000000002,0.0001,5.5962,0.0036,0.0231,0.0048,0.0794,0.0047,1.101,0.0044,4.6739999999999995,0.0043
2008-10-21,20.684,0.8252,31.894000000000002,0.0001,5.511,0.0036,0.015,0.0048,0.0522,0.0047,0.7908,0.0045,3.4371,0.0044
2008-10-22,20.423,0.8122,31.971999999999998,0.0001,5.7241,0.0036,0.0975,0.0049,0.07,0.0047,1.4098,0.0044,3.8435,0.0044
2008-10-22,20.159000000000002,0.7985,32.222,0.0001,5.5252,0.0036,0.0886,0.0049,0.1183,0.0047,1.7153,0.0043,5.9788,0.0042
2008-10-22,20.039,0.7919,32.324,0.0001,5.4968,0.0036,0.0806,0.0049,0.0881,0.0047,1.2887,0.0044,5.6952,0.0043
2008-10-22,19.230999999999998,0.7441,32.054,0.0001,5.1133,0.0037,0.643,0.006,1.1945,0.0044,5.4139,0.0034,6.5289,0.0042
2008-10-29,23.44,0.9221,33.131,0.0001,5.6187,0.0036,0.9337,0.0067,1.4393,0.0043,4.9663,0.0035,4.4982,0.0044
2008-10-29,23.49,0.9232,33.155,0.0001,4.7536,0.0038,1.1002,0.0072,1.2575,0.0043,3.6596,0.0038,4.0445,0.0044
2008-10-29,23.28,0.9181,33.048,0.0001,4.7764,0.0038,1.0044,0.0069,1.4374,0.0043,3.6596,0.0038,2.2653,0.0045
2008-10-29,23.34,0.9196,33.12,0.0001,4.5002,0.0038,0.9337,0.0067,2.2451,0.0041,6.8697,0.0031,2.5589,0.0045
2008-10-29,23.9,0.9324,33.35,0.0001,4.3707,0.0038,0.8732,0.0066,1.8637,0.0042,3.8987,0.0037,3.7865,0.0044
2008-10-30,24.15,0.9375,33.6,0.0001,4.0669,0.0039,0.8379,0.0065,0.9446,0.0044,6.4735,0.0032,6.3574,0.0042
2008-10-30,23.81,0.9305,33.47,0.0001,4.2597,0.0039,0.7673,0.0063,0.4733,0.0046,8.4493,0.0028,4.774,0.0043
2008-10-30,25.36,0.9573,33.75,0.0001,4.7244,0.0038,0.626,0.006,0.0802,0.0047,2.022,0.0042,2.7012,0.0045
2008-10-30,25.24,0.9557,32.24,0.0001,4.6267,0.0038,0.5352,0.0058,0.1095,0.0047,1.778,0.0043,2.9147,0.0045
2008-10-30,25.05,0.9529,33.711,0.0001,4.1708,0.0039,0.2023,0.0051,0.0802,0.0047,2.2273,0.0041,4.6138,0.0043
2008-10-30,24.98,0.9519,33.799,0.0001,4.6788,0.0038,0.2931,0.0053,0.0587,0.0047,1.8601,0.0042,3.6798,0.0044
2008-10-30,24.77,0.9485,33.675,0.0001,4.7629,0.0038,0.3435,0.0054,0.0802,0.0047,1.5075,0.0043,3.2706,0.0045
2008-10-30,24.56,0.945,33.508,0.0001,4.5567,0.0038,0.4141,0.0055,0.0919,0.0047,2.3843,0.0041,3.8399,0.0044
2008-10-30,23.96,0.9336,33.45,0.0001,4.6485,0.0038,0.5352,0.0058,0.1682,0.0047,2.2442,0.0041,3.5819,0.0044
2008-10-30,23.9,0.9324,33.577,0.0001,4.2255,0.0039,0.8127,0.0064,1.5137,0.0043,5.0364,0.0035,5.3878,0.0043
2008-10-30,23.27,0.9179,33.179,0.0001,4.4998,0.0038,0.742,0.0063,1.2907,0.0043,6.4349,0.0032,5.4322,0.0043
2008-10-30,22.7,0.9024,32.775999999999996,0.0001,4.7513,0.0038,0.6966,0.0062,1.0248,0.0044,7.4928,0.003,6.4108,0.0042
2008-10-30,22.73,0.9033,32.426,0.0001,4.728,0.0038,0.8934,0.0066,0.3442,0.0046,9.0242,0.0027,9.7378,0.0039
2008-10-31,22.89,0.9078,32.795,0.0001,4.6825,0.0038,0.7874,0.0064,2.1883,0.0041,6.7078,0.0031,4.9341,0.0043
2008-10-31,22.99,0.9106,33.123000000000005,0.0001,4.1113,0.0039,0.8782,0.0066,2.378,0.004,6.7634,0.0031,6.6154,0.0042
2008-10-31,22.34,0.8913,32.512,0.0001,4.8424,0.0038,0.7168,0.0062,0.8664,0.0045,13.227,0.0021,14.2124,0.0036
2008-10-31,22.66,0.9012,32.489000000000004,0.0001,4.7282,0.0038,0.7219,0.0062,0.1291,0.0047,11.7995,0.0023,12.282,0.0038
2008-10-31,22.04,0.8812,32.236999999999995,0.0001,4.7473,0.0038,0.6109,0.006,0.221,0.0047,11.8067,0.0023,14.2302,0.0036
2008-10-31,21.83,0.8737,32.195,0.0001,4.907,0.0037,0.4999,0.0057,0.5261,0.0046,11.2874,0.0024,13.6875,0.0037
2008-10-31,22.14,0.8846,32.528,0.0001,4.8198,0.0038,0.2123,0.0051,0.7823,0.0045,7.8866,0.0029,10.2271,0.0039
2008-10-31,22.75,0.9038,32.951,0.0001,4.7856,0.0038,0.2678,0.0053,0.5202,0.0046,7.6957,0.003,8.2878,0.0041
2008-10-31,23.79,0.93,33.489000000000004,0.0001,4.6257,0.0038,0.1922,0.0051,0.3071,0.0046,2.4133,0.0041,3.8310000000000004,0.0044
2008-10-31,24.47,0.9434,33.532,0.0001,4.797,0.0038,0.2477,0.0052,0.0763,0.0047,1.807,0.0042,3.8399,0.0044
2008-10-31,24.57,0.9452,33.613,0.0001,4.7016,0.0038,0.1821,0.0051,0.1154,0.0047,3.9953,0.0037,4.0178,0.0044
2008-11-01,24.86,0.95,33.816,0.0001,4.6371,0.0038,0.1468,0.005,0.0978,0.0047,5.3045,0.0034,2.7991,0.0045
2008-11-01,24.73,0.9479,33.799,0.0001,4.7513,0.0038,0.0913,0.0049,0.0763,0.0047,1.5679,0.0043,2.7813,0.0045
2008-12-07,16.187,0.5131,33.639,0.0001,5.24,0.0037,0.5566,0.0059,0.401,0.0046,13.824000000000002,0.002,11.2995,0.0038
2008-12-07,15.708,0.4732,33.55,0.0001,5.5,0.0036,0.5559,0.0059,0.4970000000000001,0.0046,13.072000000000001,0.0021,12.276,0.0038
2008-12-07,18.942999999999998,0.7254,33.891999999999996,0.0001,5.62,0.0036,0.272,0.0053,0.623,0.0045,6.888999999999999,0.0031,6.4477,0.0042
2008-12-07,18.986,0.7282,33.935,0.0001,5.54,0.0036,0.2573,0.0052,0.551,0.0046,6.444,0.0032,5.7102,0.0043
2008-12-07,15.091,0.4223,33.626999999999995,0.0001,5.41,0.0037,1.026,0.007,0.541,0.0046,12.527999999999999,0.0022,15.9168,0.0035
2008-12-08,16.805999999999994,0.5643,33.345,0.0001,6.39,0.0035,0.3767,0.0055,0.7709999999999999,0.0045,9.175,0.0027,11.3869,0.0038
2008-12-08,19.701,0.7728,34.059,0.0001,5.12,0.0037,0.3152,0.0053,0.765,0.0045,7.587999999999999,0.003,6.3996,0.0042
2008-12-08,14.04,0.3399,33.402,0.0001,5.62,0.0036,0.7512,0.0063,0.277,0.0047,14.812000000000001,0.0019,14.7794,0.0036
2008-12-08,14.402999999999999,0.3676,33.589,0.0001,5.64,0.0036,0.6863,0.0061,0.336,0.0046,15.042,0.0019,15.3951,0.0035
2008-12-08,12.338,0.226,33.077,0.0001,6.37,0.0035,0.6142,0.006,1.385,0.0043,12.855,0.0021,13.9297,0.0036
2008-12-09,12.6705,0.246,33.6883,0.0001,6.7202,0.0034,0.3871,0.0055,0.6146,0.0045,5.6677,0.0033,9.8932,0.0039
2008-12-09,15.2983,0.4393,33.7831,0.0001,6.2447,0.0035,0.3774,0.0055,0.5996,0.0046,4.6083,0.0036,8.467,0.004
2008-12-09,17.855,0.6476,33.583,0.0001,5.67,0.0036,0.3331,0.0054,0.649,0.0045,9.045,0.0027,8.3156,0.0041
2008-12-09,13.9668,0.3345,33.8265,0.0001,6.7126,0.0034,0.2742,0.0053,0.6458,0.0045,3.4409,0.0038,6.1384,0.0042
2008-12-09,19.462,0.7585,34.059,0.0001,5.5,0.0036,0.2881,0.0053,0.74,0.0045,6.8629999999999995,0.0031,5.5539,0.0043
2008-12-09,20.438,0.813,34.229,0.0001,5.38,0.0037,0.2382,0.0052,0.488,0.0046,6.269,0.0032,3.9664,0.0044
2008-12-09,14.5703,0.3806,33.7669,0.0001,6.54,0.0035,0.2355,0.0052,0.9052,0.0045,3.5588,0.0038,6.2239,0.0042
2008-12-09,20.825,0.8318,34.22,0.0001,5.78,0.0036,0.1348,0.005,0.358,0.0046,3.944,0.0037,5.2318,0.0043
2008-12-10,13.943,0.3327,33.9086,0.0001,6.7983,0.0034,0.2226,0.0052,0.504,0.0046,3.0624,0.0039,6.0088,0.0042
2008-12-10,20.903000000000002,0.8354,34.185,0.0001,5.5,0.0036,0.2633,0.0052,0.442,0.0046,5.348,0.0034,4.7319,0.0043
2008-12-10,13.6576,0.3119,33.9201,0.0001,6.881,0.0034,0.271,0.0053,0.4551,0.0046,2.2681,0.0041,5.8155,0.0042
2008-12-10,20.477,0.815,34.21,0.0001,5.48,0.0036,0.2935,0.0053,0.61,0.0045,5.24,0.0034,4.3173,0.0044
2008-12-10,14.6227,0.3848,33.9037,0.0001,6.6086,0.0034,0.2323,0.0052,0.5084,0.0046,1.8895,0.0042,4.7086,0.0043
2008-12-10,20.178,0.7995,34.179,0.0001,5.42,0.0036,0.1924,0.0051,0.754,0.0045,5.287999999999999,0.0034,4.6118,0.0043
2008-12-10,14.4581,0.3719,33.8173,0.0001,6.5121,0.0035,0.2516,0.0052,0.8726,0.0045,3.477,0.0038,5.9637,0.0042
2008-12-10,15.0109,0.4158,33.8615,0.0001,6.093,0.0035,0.4065,0.0055,0.4638,0.0046,4.5425,0.0036,10.1508,0.0039
2008-12-10,14.9191,0.4084,33.8538,0.0001,6.1351,0.0035,0.4677,0.0057,0.4756,0.0046,5.4873,0.0034,10.4828,0.0039
2008-12-10,15.2108,0.4321,33.8268,0.0001,6.2071,0.0035,0.429,0.0056,0.6128,0.0045,5.1779,0.0035,9.0217,0.004
2008-12-10,14.3622,0.3644,33.9014,0.0001,6.6613,0.0034,0.1871,0.0051,0.5011,0.0046,2.2133,0.0041,4.2614,0.0044
2008-12-11,14.1964,0.3517,33.9099,0.0001,6.6408,0.0034,0.1516,0.005,0.5604,0.0046,2.6854,0.004,5.4858,0.0043
2008-12-11,14.3311,0.362,33.874,0.0001,6.4308,0.0035,0.2774,0.0053,0.6016,0.0046,3.7028,0.0038,6.9876,0.0042
2008-12-12,16.4682,0.5364,33.8404,0.0001,6.3053,0.0035,0.1935,0.0051,1.0195,0.0044,2.7539,0.004,5.995,0.0042
2008-12-12,15.9111,0.4901,33.779,0.0001,6.2933,0.0035,0.1903,0.0051,0.9384,0.0044,2.7096,0.004,4.9968,0.0043
2008-12-12,19.366,0.7525,34.008,0.0001,5.9,0.0036,0.3027,0.0053,0.73,0.0045,7.275,0.003,7.2638,0.0041
2008-12-12,16.1485,0.5098,33.826,0.0001,6.3603,0.0035,0.2,0.0051,0.5345,0.0046,2.6046,0.004,5.0046,0.0043
2008-12-12,19.017,0.7302,33.933,0.0001,5.86,0.0036,0.3212,0.0054,0.569,0.0046,7.0829999999999975,0.0031,7.8984,0.0041
2008-12-12,14.2329,0.3545,33.8584,0.0001,6.3335,0.0035,0.371,0.0055,0.5621,0.0046,5.3132,0.0034,11.4116,0.0038
2008-12-12,16.779,0.5621,33.233000000000004,0.0001,5.86,0.0036,0.3999,0.0055,0.703,0.0045,9.353,0.0027,11.1236,0.0038
2008-12-12,16.0864,0.5047,33.8198,0.0001,6.0363,0.0035,0.2355,0.0052,0.6319,0.0045,1.9749,0.0042,4.6384,0.0043
2008-12-13,16.1227,0.5077,33.778,0.0001,6.2559,0.0035,0.2645,0.0052,0.3474,0.0046,3.0211,0.0039,7.3256,0.0041
2008-12-13,18.748,0.7122,34.035,0.0001,5.6,0.0036,0.2744,0.0053,0.835,0.0045,6.49,0.0032,7.8336,0.0041
2008-12-13,18.998,0.729,34.056,0.0001,5.71,0.0036,0.2763,0.0053,1.092,0.0044,6.85,0.0031,6.6489,0.0042
2008-12-13,15.5607,0.4609,33.3929,0.0001,4.9419,0.0037,0.3,0.0053,0.5194,0.0046,3.0706,0.0039,5.9359,0.0042
2008-12-13,18.87,0.7205,34.007,0.0001,5.74,0.0036,0.2486,0.0052,0.965,0.0044,8.841000000000003,0.0028,7.2155,0.0041
2008-12-13,16.2093,0.5149,33.8014,0.0001,6.2704,0.0035,0.1871,0.0051,0.6923,0.0045,1.8374,0.0042,3.7072,0.0044
2008-12-13,17.892,0.6504,33.755,0.0001,5.62,0.0036,0.3756,0.0055,1.108,0.0044,8.744,0.0028,7.5862,0.0041
2008-12-13,16.1548,0.5104,33.7951,0.0001,6.191,0.0035,0.2935,0.0053,0.8276,0.0045,2.948,0.004,6.2464,0.0042
2008-12-13,14.894,0.4064,33.209,0.0001,5.44,0.0036,0.619,0.006,0.703,0.0045,12.448,0.0022,13.6519,0.0037
2008-12-13,16.4326,0.5335,33.8683,0.0001,6.2249,0.0035,0.3032,0.0053,0.9518,0.0044,2.4026,0.0041,6.0512,0.0042
2008-12-13,15.9785,0.4957,33.7389,0.0001,6.2668,0.0035,0.329,0.0054,0.4334,0.0046,3.8491,0.0037,8.8155,0.004
2008-12-15,17.035999999999998,0.5831,33.71,0.0001,5.3564,0.0037,0.4592,0.0056,0.654,0.0045,6.9991,0.0031,9.5564,0.004
2008-12-15,13.386,0.2928,33.150999999999996,0.0001,5.2570000000000014,0.0037,0.6796,0.0061,0.1106,0.0047,10.2844,0.0025,12.6448,0.0037
2008-12-16,12.99,0.2662,32.681,0.0001,5.3564,0.0037,0.4199,0.0056,0.2143,0.0047,8.0456,0.0029,10.955,0.0039
2008-12-16,13.3,0.2869,32.351,0.0001,5.9105,0.0036,0.2379,0.0052,0.2877,0.0047,4.6034,0.0036,7.874,0.0041
2008-12-16,15.9203,0.4908,33.8327,0.0001,6.1307,0.0035,0.3032,0.0053,0.4419,0.0046,4.9404,0.0035,8.4438,0.004
2008-12-16,11.878,0.2003,32.821,0.0001,6.0384,0.0035,0.3387,0.0054,0.2629,0.0047,6.4443,0.0032,9.8976,0.0039
2008-12-16,17.5689,0.6255,33.9752,0.0001,6.189,0.0035,0.2871,0.0053,0.4236,0.0046,2.8110000000000004,0.004,6.097,0.0042
2008-12-16,12.21,0.2186,33.147,0.0001,5.2001,0.0037,0.7636,0.0063,0.1697,0.0047,12.5015,0.0022,14.2499,0.0036
2008-12-16,18.8846,0.7215,34.2267,0.0001,5.888999999999999,0.0036,0.1645,0.0051,0.471,0.0046,1.796,0.0043,4.9611,0.0043
2008-12-16,14.7274,0.3931,33.9041,0.0001,6.2023,0.0035,0.4355,0.0056,0.4209,0.0046,4.2938,0.0036,10.3081,0.0039
2008-12-17,12.085999999999999,0.2116,32.938,0.0001,6.2799,0.0035,0.7265,0.0062,0.0863,0.0047,10.6436,0.0025,13.5543,0.0037
2008-12-17,11.132,0.1634,32.72,0.0001,6.1379,0.0035,0.6786,0.0061,0.4888,0.0046,7.8568,0.0029,9.758,0.0039
2008-12-23,11.09,0.1615,32.951,0.0001,5.9105,0.0036,0.7505,0.0063,0.2815,0.0047,11.1433,0.0024,13.2842,0.0037
2008-12-23,11.270999999999999,0.1698,33.084,0.0001,5.5127,0.0036,0.789,0.0064,0.1617,0.0047,11.4612,0.0023,14.5982,0.0036
2008-12-24,10.675,0.1436,32.955,0.0001,5.8537,0.0036,0.5473,0.0058,0.318,0.0046,8.3598,0.0028,11.3727,0.0038
2008-12-24,11.01,0.1579,33.02,0.0001,5.5411,0.0036,0.5974,0.0059,0.2466,0.0047,8.8769,0.0027,12.2924,0.0038
2008-12-24,10.42,0.1335,32.808,0.0001,6.081,0.0035,0.3897,0.0055,0.308,0.0046,5.4397,0.0034,9.312000000000001,0.004
2008-12-24,9.57,0.1039,32.791,0.0001,5.7685,0.0036,0.8156,0.0065,0.1902,0.0047,10.2291,0.0025,14.029000000000002,0.0036
2008-12-24,10.45,0.1346,32.821999999999996,0.0001,5.74,0.0036,0.8999,0.0067,0.1716,0.0047,10.4483,0.0025,13.0261,0.0037
2008-12-24,11.04,0.1592,32.788000000000004,0.0001,6.2089,0.0035,0.6924,0.0062,0.7583,0.0045,6.9706,0.0031,5.9685,0.0042
2008-12-24,9.8,0.1113,32.575,0.0001,6.1379,0.0035,0.7189,0.0062,0.15,0.0047,8.7128,0.0028,9.3976,0.004
2008-12-24,9.69,0.1077,32.493,0.0001,6.0952,0.0035,0.7106,0.0062,0.1794,0.0047,9.1967,0.0027,10.2365,0.0039
2008-12-27,10.07,0.1205,32.579,0.0001,5.8253,0.0036,0.884,0.0066,0.1279,0.0047,8.6685,0.0028,15.9004,0.0035
2008-12-27,9.85,0.113,32.699,0.0001,6.1379,0.0035,0.6224,0.006,0.3369,0.0046,7.8379,0.0029,11.5459,0.0038
2008-12-27,9.06,0.0891,32.748000000000005,0.0001,5.9816,0.0036,0.8302,0.0065,0.277,0.0047,10.7219,0.0025,13.8881,0.0036
2008-12-27,9.24,0.0941,32.754,0.0001,6.2089,0.0035,0.7354,0.0063,0.2274,0.0047,8.767999999999999,0.0028,12.3072,0.0038
2008-12-27,9.77,0.1103,32.793,0.0001,6.3226,0.0035,0.434,0.0056,0.305,0.0046,5.972,0.0033,9.8022,0.0039
2008-12-27,9.02,0.0881,32.705999999999996,0.0001,6.2657,0.0035,0.4788,0.0057,0.308,0.0046,5.9298,0.0033,10.0778,0.0039
2008-12-28,8.57,0.0767,32.621,0.0001,6.5783,0.0034,0.7099,0.0062,0.1503,0.0047,9.2113,0.0027,12.8354,0.0037
2008-12-28,9.24,0.0941,32.425,0.0001,6.351,0.0035,0.8063,0.0064,0.1497,0.0047,9.4124,0.0027,12.5785,0.0037
2008-12-28,8.19,0.0682,32.025999999999996,0.0001,6.5073,0.0035,0.9898,0.0069,0.0697,0.0047,15.4538,0.0018,15.0299,0.0036
2009-02-04,17.47,0.6178,34.48,0.0001,5.8294,0.0036,0.2563,0.0052,0.7094,0.0045,3.8497,0.0037,5.2069,0.0043
2009-02-04,17.27,0.6019,34.48,0.0001,5.756,0.0036,0.1695,0.0051,0.8215,0.0045,6.5904,0.0032,6.7577,0.0042
2009-02-04,16.88,0.5704,34.39,0.0001,6.1785,0.0035,0.2177,0.0052,0.4708,0.0046,7.1264,0.0031,7.6782,0.0041
2009-02-04,16.67,0.5531,34.3,0.0001,6.0758,0.0035,0.0537,0.0048,0.4936,0.0046,7.5732,0.003,7.398,0.0041
2009-02-04,15.81,0.4816,34.08,0.0001,6.5441,0.0035,0.2755,0.0053,0.4604,0.0046,8.4135,0.0028,10.4395,0.0039
2009-02-04,15.1,0.4231,33.89,0.0001,6.2733,0.0035,0.0441,0.0048,0.4708,0.0046,11.6492,0.0023,8.1884,0.0041
2009-02-04,15.18,0.4296,33.99,0.0001,6.5133,0.0035,0.2659,0.0052,0.4334,0.0046,6.5228,0.0032,8.8588,0.004
2009-02-04,14.37,0.365,33.94,0.0001,6.5845,0.0034,0.2225,0.0052,0.4458,0.0046,6.3393,0.0032,8.0283,0.0041
2009-02-04,12.01,0.2074,33.31,0.0001,6.7265,0.0034,0.425,0.0056,0.4915,0.0046,8.8264,0.0028,11.0398,0.0038
