Observation Date,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,Probability
2010-04-09,0.331,0.156,3.592,8.5996,0.0692
2010-04-09,0.1935,0.4286,3.4286,3.9677,0.0776
2010-04-09,0.0968,0.1429,1.8571,8.2581,0.0913
2010-04-09,0.316,0.108,5.671,7.8548,0.0567
2010-04-09,0.359,0.064,6.773,10.3314,0.0398
2010-04-09,0.235,0.07400000000000001,2.8510000000000004,9.9038,0.0745
2010-04-09,0.28,0.063,4.187,8.6633,0.0695
2010-04-10,0.3,0.079,3.0839999999999996,7.8909,0.0872
2010-04-10,0.35100000000000003,0.139,3.017,6.6383,0.093
2010-04-10,0.337,0.289,6.98,8.2718,0.0355
2010-04-14,0.1613,0.3571,3.2857,5.129,0.077
2010-04-14,0.2258,0.6429,3.2857,3.0645,0.0672
2010-04-15,0.2581,0.3571,4.7143,1.1613,0.091
2010-04-15,0.1935,0.4286,3.1429,1.2903,0.1039
2010-04-15,0.6243,0.3059,6.5021,8.0008,0.0405
2010-04-15,0.1498,0.1201,1.2757,8.3262,0.1026
2010-04-15,0.3503,0.1005,6.9805,11.3334,0.0333
2010-04-15,0.2035,0.1027,9.4103,12.7795,0.0189
2010-04-15,0.6443,0.1146,10.1374,13.1359,0.0172
2010-04-16,0.644,0.1927,8.2433,11.379000000000001,0.0253
2010-04-16,0.3805,0.1457,8.6503,12.1737,0.0222
2010-04-16,0.3963,0.1298,7.2372,6.4503,0.05
2010-04-17,0.109,0.0496,1.0594,0.8613,0.216
2010-04-17,0.6698,0.1958,9.5802,12.9478,0.0174
2010-04-23,0.7611,0.2044,13.6726,10.2929,0.0116
2010-04-23,0.5696,0.2002,13.1418,9.7711,0.013
2010-04-23,0.0171,0.0297,1.3583,1.2729,0.2024
2010-04-23,0.205,0.1432,3.7158,6.1613,0.085
2010-04-24,0.2851,0.1618,7.7402,4.9033,0.0506
2010-04-24,0.5481,0.2265,9.9545,10.7364,0.0192
2010-04-24,0.2505,0.1818,5.5382,8.4008,0.0497
2010-04-24,0.0678,0.0019,1.6361,0.9626,0.2073
2010-04-24,0.0054,0.0304,1.3316,0.9138,0.2086
2010-04-25,0.0179,0.0323,2.4807,0.7987,0.1804
2010-04-25,0.0104,0.0335,1.5985,1.1244,0.1974
2010-04-25,0.3994,0.1156,5.6074,5.2883,0.0735
2010-04-25,0.2195,0.1738,3.5702,9.3657,0.0621
2010-04-25,0.0471,0.0642,1.0748,1.3194,0.203
2010-04-25,0.0079,0.0159,0.9981,0.7694,0.2238
2010-04-26,0.3564,0.1024,0.6976,0.7815,0.2236
2010-04-26,0.0019,0.0019,2.6851,0.5342,0.1847
2010-04-26,0.052000000000000005,0.0443,1.8037,0.7705,0.1967
2010-05-13,0.1907,0.4312,12.0983,4.9786,0.0174
2010-05-13,0.1549,0.3308,4.3616,10.046,0.0418
2010-05-14,0.2265,0.0979,4.2158,10.8891,0.0532
2010-05-14,0.3697,0.2405,5.2258,11.4183,0.0369
2010-05-14,0.222,0.1421,6.6081,12.1717,0.0302
2010-05-14,0.4413,0.0798,5.249,11.0416,0.0471
2010-05-14,0.1907,0.0256,2.5551,6.7185,0.11
2010-05-14,0.1773,0.0136,2.0083,2.4314,0.1752
2010-05-14,0.2444,0.0156,3.552,2.6825,0.139
2010-05-14,0.3831,0.0336,3.2428,3.1399,0.1398
2010-05-14,0.2176,0.12,4.4943,2.9426,0.1046
2010-05-14,0.1057,0.0417,3.3587,2.1174,0.1429
2010-05-14,0.3071,0.0457,2.5367,2.3058,0.162
2010-05-14,0.2399,0.0738,4.3485,2.4941,0.1178
2010-05-14,0.2399,0.0316,2.2686,8.6558,0.0963
2010-05-15,0.2847,0.0497,2.7294,9.5976,0.0811
2010-05-15,0.3339,0.0196,2.1776,6.9159,0.1177
2010-05-15,0.3071,0.0176,2.8437,10.8353,0.074
2010-05-15,0.1549,0.0477,3.4099,10.8263,0.0638
2010-05-15,0.4279,0.3027,13.3523,9.3465,0.0112
2010-05-15,0.1952,0.4453,16.2997,6.7275,0.0072
2010-05-15,0.2355,0.2344,5.0332,3.0951,0.0834
2010-05-15,0.9739,0.0557,4.7421,9.1491,0.0688
2010-05-15,0.3563,0.0658,3.4531,9.2747,0.0742
2010-05-15,0.2399,0.0698,2.2639,6.5392,0.1119
2010-05-15,0.1415,0.0658,2.5605,5.9024,0.1122
2010-05-15,1.4303,0.0698,0.0291,8.6738,0.1537
2010-05-16,0.5711,0.0336,0.2589,4.1983,0.1989
2010-05-16,0.9604,0.0617,3.7389,2.7632,0.1423
2010-05-16,0.0134,0.0095,0.1305,4.0504,0.1941
2010-05-16,0.2802,0.0638,4.013999999999999,3.3283,0.1169
2010-05-16,0.1057,0.0838,0.3229,3.2744,0.189
2010-05-16,0.0228,0.0102,0.6868,4.3043,0.1763
2010-05-16,0.1505,0.0477,0.3717,3.0233,0.2003
2010-06-18,0.2879,0.3058,8.2007,2.7037,0.0488
2010-06-18,0.0585,0.1345,1.5432,2.1153,0.1658
2010-06-18,0.0096,0.3178,2.0058,1.0862,0.1378
2010-06-18,0.0835,0.2635,1.3357,2.18,0.1481
2010-06-18,0.0054,0.2399,2.0293,0.4612,0.1579
2010-06-20,0.0194,0.3451,2.5271,2.3185,0.1111
2010-06-20,0.0207,0.4169,1.3108,2.2469,0.1233
2010-06-20,0.2903,0.0714,4.9286,3.5484,0.0992
2010-06-21,0.4822,0.5026,8.0102,8.9463,0.022
2010-06-21,0.0825,0.1181,3.0631,1.1885,0.148
2010-06-21,0.4166,0.3236,3.7894,5.2619,0.0764
2010-06-22,0.0512,0.0718,5.1562,4.9401,0.081
2010-06-22,0.1092,0.0839,1.5535,4.8266,0.1395
2010-06-22,1.0323,0.0714,17.4286,18.2903,0.0034
2010-06-22,0.2581,0.0714,5.0714,5.129,0.0835
2010-06-23,0.0968,0.2143,2.8571,7.9355,0.0742
2010-06-23,0.129,0.2857,2.6429,8.1613,0.0693
2010-06-30,0.031,0.0713,3.9810000000000003,7.6208,0.0753
2010-06-30,0.056,0.1495,2.481,9.83,0.0705
2010-06-30,0.046,0.0593,3.384,9.5364,0.0701
2010-06-30,0.077,0.0593,7.447,9.2273,0.0382
2010-07-01,0.039,0.0813,6.077999999999999,9.9536,0.0428
2010-07-01,0.037000000000000005,0.0974,2.5610000000000004,5.7361,0.108
2010-07-01,0.084,0.0813,1.5659999999999998,8.8874,0.0965
2010-07-05,0.047,0.0833,2.7969999999999997,8.2044,0.0846
2010-07-05,0.059,0.0693,3.196,8.34,0.08
2010-07-05,0.002,0.0974,4.445,9.0635,0.0589
2010-07-05,0.01,0.1515,4.845,10.4891,0.0452
2010-07-05,0.043,0.0512,3.887,7.3756,0.0803
2010-07-05,0.025,0.0613,4.572,7.862,0.0679
2010-07-06,0.064,0.0653,7.0710000000000015,6.6559,0.0515
2010-07-06,0.031,0.0573,3.592,8.5996,0.0742
2010-07-06,0.026,0.0653,5.671,7.8548,0.0569
2010-07-06,0.03,0.1314,6.773,10.3314,0.0346
2010-07-06,0.018000000000000002,0.0954,2.8510000000000004,9.9038,0.0701
2010-07-06,0.002,0.1174,4.187,8.6633,0.0622
2010-07-06,0.031,0.0613,3.0839999999999996,7.8909,0.0853
2010-07-07,0.065,0.0452,3.017,6.6383,0.0991
2010-07-07,0.113,0.0412,6.98,8.2718,0.0464
2010-07-07,0.085,0.0533,2.84,10.6898,0.0693
2010-07-08,0.039,0.1355,5.381,8.2642,0.0527
2010-07-08,0.044,0.0673,6.269,11.4019,0.0367
2010-08-20,0.0022,0.0035,10.016,10.4477,0.0236
2010-08-20,0.0011,0.005,8.232000000000001,8.8103,0.037
2010-08-20,0.0025,0.0018,2.06,0.8983,0.1951
2010-08-20,0.0036,0.0024,6.108,1.8419,0.1006
2010-08-21,0.0018,0.0035,3.406,4.9394,0.1134
2010-08-21,0.002,0.002,5.852,2.9558,0.0944
2010-08-21,0.0016,0.0026,5.595,8.8926,0.0561
2010-08-21,0.0012,0.0012,3.258,8.0788,0.0872
2010-08-21,0.0028,0.0012,2.7319999999999998,4.2401,0.1337
2010-08-21,0.003,0.0012,3.468,4.6253,0.116
2010-08-21,0.0023,0.0012,3.455,4.7677,0.1147
2010-08-21,0.0024,0.0021,8.12,6.098,0.0492
2010-08-21,0.0014,0.0022,6.763999999999999,1.7358,0.092
2010-08-21,0.0032,0.0018,1.422,2.0974,0.1927
2010-08-22,0.0015,0.0021,4.336,6.8016,0.0832
2010-08-22,0.0012,0.005,8.305,18.3876,0.0141
2010-08-22,0.0118,0.0049,4.072,17.55,0.0307
2010-08-22,0.1432,0.091,2.8063,1.5302,0.1549
2010-08-22,0.0019,0.0074,1.882,14.0254,0.0611
2010-08-22,0.0711,0.0458,1.2842,1.6378,0.1966
2010-08-22,0.0206,0.0043,1.71,16.8772,0.0481
2010-08-22,0.01,0.0337,0.3668,3.3141,0.1947
2010-08-22,0.0021,0.0013,3.252,3.7026,0.1299
2010-08-22,0.01,0.0282,1.7463,2.0855,0.1797
2010-08-22,0.0648,0.0562,1.5917,1.8097,0.1838
2010-08-23,0.01,0.0239,0.3289,1.2357,0.2334
2010-08-23,0.1859,0.0533,0.7667,1.3423,0.2175
2010-08-23,0.0682,0.0248,0.7634,1.1521,0.2237
2010-08-23,0.11,0.0783,0.7634,5.8972,0.1432
2010-08-23,0.2966,0.0789,1.9603,11.3249,0.0752
2010-08-24,0.4169,0.0906,1.8115,9.761000000000001,0.0895
2010-08-24,0.2303,0.0432,1.9121,4.1725,0.1494
2010-08-24,0.01,0.0435,0.7558,3.965,0.1731
2010-08-24,0.0634,0.0765,1.1368,3.3868,0.1677
2010-08-24,0.509,0.0274,1.0744,1.1602,0.2274
2010-08-25,0.6203,0.0175,1.0993,0.6182,0.2424
2010-08-25,0.4709,0.0363,0.754,0.74,0.2415
2010-08-25,0.1375,0.1043,0.2362,4.4599,0.1703
2010-08-25,0.2709,0.0536,0.8278,3.2601,0.1868
2010-08-25,0.0843,0.0292,1.5047,1.5597,0.1958
2010-08-25,0.501,0.071,1.0518,3.0855,0.1865
2010-08-26,0.568,0.0594,0.8335,3.5951,0.1882
2010-08-26,0.2478,0.0538,1.2525,4.7549,0.1546
2010-08-26,0.1374,0.0652,0.6385,4.0125,0.1744
2010-08-26,0.0623,0.0409,1.3008,1.4277,0.2004
2010-08-27,0.3307,0.0865,2.3909,2.2081,0.1601
2010-08-27,0.4902,0.1546,4.0811,2.1803,0.1195
2010-08-30,0.2387,0.35,8.1571,6.649,0.0314
2010-08-30,0.0548,0.2429,4.4,0.1601,0.1156
2010-08-30,0.0355,0.1143,3.4286,2.1008,0.1292
2010-08-31,0.0581,0.0857,1.5714,0.9858,0.1911
2010-08-31,0.0645,0.0857,0.6929,1.7539,0.2021
2010-08-31,0.0452,0.15,2.4143,3.0865,0.1321
2010-08-31,0.0935,0.25,1.8714,4.7775,0.1106
2010-08-31,0.0516,0.1929,1.4429,4.5599,0.1273
2010-09-03,0.0419,0.4643,1.1143,15.501,0.0344
2010-09-03,0.0387,0.1857,2.1214,1.7449,0.1488
2010-09-03,0.0742,0.2857,4.4286,2.2557,0.0907
2010-09-03,0.0613,0.1643,3.95,1.1446,0.1237
2010-09-03,0.0806,0.1929,2.4,4.3487,0.1132
2010-09-03,0.0484,0.0786,0.5286,3.1723,0.1849
2010-09-04,0.0581,0.2286,0.6357,1.5004,0.179
2010-09-04,0.0419,0.2357,0.65,3.9122,0.1439
2010-09-04,0.0516,0.1643,1.1143,4.6354,0.137
2010-09-08,0.0677,0.3286,4.2357,9.0582,0.0464
2010-09-08,0.0516,0.45,4.2286,3.8622,0.0659
2010-09-08,0.0484,0.1929,1.0786,0.3675,0.192
2010-09-09,0.0548,0.2,5.1857,3.0186,0.083
2010-09-09,0.0677,0.1,1.3714,4.468999999999999,0.1442
2010-09-09,0.1161,0.1429,4.8143,6.9243,0.0658
2010-09-09,0.0387,0.3,5.6071,4.8569,0.0578
2010-09-09,0.0323,0.2214,4.9357,4.8454,0.0706
2010-10-01,0.3736,1.9528,5.1276,7.0253,0.0067
2010-10-01,0.0146,0.0431,0.7795,1.475,0.212
2010-10-01,0.0933,0.0352,0.9691,2.0338,0.2014
2010-10-01,0.0574,0.0261,0.7563,1.5803,0.2158
2010-10-02,0.2508,0.1538,2.0438,4.8581,0.1224
2010-10-02,0.0889,0.1254,1.2924,3.7608,0.1513
2010-10-06,0.2503,0.0594,1.6327,2.3497,0.1788
2010-10-06,0.0309,0.0983,1.3002,2.7802,0.1678
2010-10-06,0.0311,0.0589,1.4352,3.5428,0.161
2010-10-06,0.0442,0.0336,1.104,2.9185,0.1829
2010-10-07,0.3054,0.2711,2.4822,8.5947,0.0714
2010-10-07,0.0485,0.0971,1.1028,4.042,0.1555
2010-10-07,0.0665,0.1349,1.8016,4.2272,0.1332
2010-10-07,0.0399,0.1066,2.2758,4.9422,0.1199
2010-10-07,0.1006,0.0713,2.1178,4.4919,0.1341
2010-10-07,0.0985,0.0412,0.6676,2.7891,0.1961
2010-10-07,0.0773,0.0286,1.6213,2.3257,0.1809
2010-10-08,0.0841,0.0986,3.0525,6.6914,0.0925
2010-10-08,0.1684,0.1254,2.6284,6.7639,0.0962
2010-10-08,0.3372,0.5886,9.1445,12.1371,0.0116
2010-10-08,0.0939,0.2649,4.7578,8.2417,0.0502
2010-10-09,0.0534,0.0825,2.7507,5.1793,0.1127
2010-10-09,0.0939,0.0541,2.4228,5.3829,0.1207
2010-10-09,0.0721,0.0589,3.2147,7.3295,0.0889
2010-10-09,0.0616,0.1322,4.6176,8.9922,0.0559
2010-10-09,0.0112,0.0894,5.4589,8.6366,0.0529
2010-10-09,0.0569,0.1034,4.0428,8.7267,0.0649
2010-10-11,0.0323,0.0714,0.8571,2.0,0.1958
2010-10-12,0.0645,0.1429,1.4286,2.5357,0.1612
2010-10-12,0.1419,0.3071,1.6119,6.9967,0.0885
2010-10-12,0.0323,0.0714,1.1429,0.7857,0.208
2010-10-12,0.0935,0.1143,0.8277,6.1456,0.133
2010-10-12,0.1355,0.4,0.66,5.8149,0.1021
2010-10-12,0.5452,0.2643,3.3807,14.984000000000002,0.035
2010-10-12,0.0645,0.1786,0.5604,6.7672,0.1212
2010-10-13,0.2097,0.2214,0.8236,3.4214,0.1526
2010-10-13,0.1323,0.2786,1.2754,2.7628,0.1406
2010-10-13,0.0548,0.5429,0.2861,3.3558,0.1131
2010-10-13,0.1968,0.2357,1.4683,8.6104,0.0854
2010-10-13,0.1097,0.0071,0.7129,7.0694,0.1408
2010-10-16,0.0323,0.1429,1.2857,2.1429,0.1692
2010-10-16,0.0387,0.4571,4.8399,9.3289,0.0348
2010-10-16,0.0645,0.1429,1.1429,2.7143,0.1652
2010-10-16,0.271,0.2,1.614,6.8527,0.1036
2010-10-16,0.0968,0.0714,0.9336,5.6424,0.1437
2010-10-16,0.0323,0.0714,0.7857,0.8929,0.2162
2010-10-16,0.2645,0.3214,0.3206,3.8006,0.1433
2010-10-16,0.0613,0.2071,0.4579,2.8127,0.1682
2010-10-17,0.0226,0.1643,1.3287,3.8705,0.1414
2010-10-17,0.0194,0.3143,0.7347,3.6695,0.1326
2010-10-17,0.2581,0.1429,4.7857,7.0714,0.0667
2010-10-17,0.2903,0.1429,6.1429,8.1786,0.0487
2010-10-17,0.0323,0.0714,0.5,2.0357,0.2048
2010-10-17,0.0645,0.0714,0.7857,3.0357,0.1823
2010-10-18,0.0323,0.0714,0.8571,2.1071,0.1941
2010-10-18,0.1613,0.1429,2.7143,7.4643,0.0871
2010-10-18,0.0645,0.1429,1.1429,5.9286,0.1249
2010-10-19,0.129,0.2143,2.9286,7.5714,0.0763
2010-10-20,0.0323,0.0714,0.7857,3.2143,0.1788
2010-11-01,0.171,0.4571,6.1089,8.7915,0.0306
2010-11-01,0.2581,0.4857,6.2293,10.2697,0.0254
2010-11-17,0.5,0.218,10.972999999999999,16.8113,0.0088
2010-11-17,0.5,0.232,11.529000000000002,20.6206,0.0054
2010-11-17,0.2548,0.767,5.731,13.329,0.0142
2010-11-17,0.2839,0.618,4.89,6.2081,0.0401
2010-11-17,0.2226,0.446,2.918,9.9895,0.0465
2010-11-17,0.4161,0.946,4.678,3.4771,0.0369
2010-11-17,0.2484,0.18600000000000005,2.176,4.8411,0.1158
2010-11-17,0.3032,0.335,2.617,5.2079,0.089
2010-11-18,0.1548,0.189,0.68,2.826,0.1684
2010-11-18,0.1194,0.149,0.639,2.6197,0.1789
2010-11-18,0.1419,0.185,0.857,2.5019,0.1692
2010-11-18,0.1258,0.062,0.42200000000000004,1.459,0.2216
2010-11-18,0.0839,0.058,0.249,1.3102,0.2289
2010-11-18,0.0935,0.077,0.7040000000000001,1.6431,0.2063
2010-11-18,0.0871,0.056,0.45899999999999996,1.537,0.2193
2010-11-18,0.1806,0.204,1.17,2.991,0.153
2010-11-18,0.4645,0.122,6.771,12.7235,0.0298
2010-11-18,0.2935,0.312,5.8660000000000005,12.753,0.0263
2010-11-18,0.3226,0.43,6.983,13.9624,0.0168
2010-11-18,0.4097,0.16899999999999998,9.913,17.0484,0.0108
2010-11-18,0.4387,0.125,10.111,17.9323,0.0101
2010-11-18,0.4226,0.177,8.289,14.665,0.0178
2010-11-18,0.4387,0.418,6.912000000000001,13.3378,0.0188
2010-11-19,0.3645,0.225,6.869,13.4939,0.0235
2010-11-19,0.3194,0.198,7.017,13.6943,0.0231
2010-11-19,0.3484,0.171,6.845,12.535,0.0277
2010-11-19,0.3613,0.248,7.142,13.8755,0.021
2010-11-19,0.4129,0.206,7.006,12.342,0.0266
2010-11-19,0.4226,0.328,5.2589999999999995,9.8628,0.0387
2010-11-19,0.3032,0.242,1.751,3.7702,0.1284
2010-11-19,0.3806,0.443,3.134,5.9783,0.0681
2010-11-19,0.1323,0.122,0.8740000000000001,2.6315,0.1784
2010-11-29,0.8188,0.1351,4.9463,12.1774,0.0441
2010-11-29,0.7971,0.1995,4.4549,13.0399,0.0403
2010-11-29,0.315,0.2251,4.1013,6.6160000000000005,0.0708
2010-11-29,0.1394,0.1592,12.665999999999999,4.2126,0.024
2010-11-30,0.1758,0.3294,3.7248,6.4433,0.0659
2010-11-30,0.1216,0.3258,5.1048,5.581,0.0573
2010-11-30,0.4002,0.1986,1.1619,8.5258,0.0973
2010-11-30,0.3614,0.5186,12.2961,9.4811,0.0099
2010-11-30,0.3474,0.3199,2.6193,7.1816,0.0758
2010-11-30,0.3608,0.344,13.0584,5.8271,0.0157
2010-11-30,0.3291,0.4171,3.0863,8.8721,0.0532
2010-11-30,0.3463,0.2407,2.1529,8.2465,0.081
2010-11-30,0.1194,0.2151,6.279,4.8073,0.0587
2010-11-30,0.2794,0.3103,1.9721,6.8788,0.0862
2010-11-30,0.3353,0.3249,2.9304,5.6203,0.083
2010-11-30,0.2949,0.2962,4.0727,8.2611,0.0556
2010-12-01,0.297,0.2952,10.7324,7.4809,0.0205
2010-12-01,0.4423,0.4109,11.152000000000001,10.4194,0.0127
2010-12-01,0.2779,0.3059,3.7169,3.0378,0.0949
2010-12-01,0.84,0.3472,8.0982,14.1322,0.0167
2010-12-04,0.6893,0.3726,11.1602,13.2855,0.0104
2010-12-04,0.2625,0.3134,6.2469,9.769,0.033
2010-12-04,0.1522,0.2347,2.7465,8.0158,0.0737
2010-12-04,0.3694,0.1686,7.0866,11.5557,0.0295
2010-12-04,0.4264,0.3647,6.6593,11.7629,0.0245
2010-12-05,0.8676,0.1113,13.6241,16.3495,0.0073
2010-12-10,0.4,0.5214,6.4776,31.5872,0.0028
2010-12-10,0.5710000000000001,0.3643,9.2577,37.861999999999995,0.0012
2010-12-10,0.2097,0.6786,2.7184,16.0619,0.0197
2010-12-10,0.7258,0.5357,9.8223,48.339,0.0003
2010-12-11,0.8645,1.1714,8.9506,50.7694,0.0001
2010-12-11,0.6161,0.45,7.5779999999999985,41.7802,0.0009
2010-12-12,0.2065,0.6714,2.1636,12.9784,0.0295
2010-12-12,0.7903,0.25,10.452,43.1885,0.0007
2010-12-12,0.6452,0.5143,10.6317,44.6536,0.0004
2010-12-12,0.5742,0.7714,8.6906,35.8234,0.0009
2010-12-12,0.529,0.6,6.7410000000000005,28.9012,0.0032
2010-12-18,0.4065,0.5,5.534,24.5855,0.0068
2010-12-18,0.55,0.57,7.0,12.14,0.0176
2010-12-18,0.2742,0.4714,4.0856,25.6701,0.0079
2010-12-18,0.55,0.5,6.29,12.21,0.0214
2010-12-18,0.3032,0.55,3.467,21.2181,0.0124
2010-12-18,0.48,0.64,5.79,11.61,0.0204
2010-12-18,0.32,0.86,4.29,7.5,0.0289
2010-12-18,0.2194,0.6786,2.4504,15.8518,0.021
2010-12-18,0.5258,0.5214,3.1526,17.544,0.0204
2010-12-18,0.32,0.86,5.86,7.57,0.0222
2010-12-19,0.4097,0.5,4.456,23.092,0.0095
2010-12-19,0.32,0.79,4.64,7.07,0.0311
2010-12-19,0.5484,0.1714,6.9396,36.6298,0.0025
2010-12-19,0.55,0.5,7.14,13.11,0.017
2010-12-19,0.6516,0.1429,7.5001,42.8648,0.0013
2010-12-19,0.52,0.5,7.29,12.36,0.0178
2010-12-19,0.52,0.57,6.57,12.11,0.0188
2010-12-19,0.4355,0.3357,6.9833,35.2271,0.0023
2010-12-19,0.5258,0.4571,6.5309,42.4673,0.001
2010-12-19,0.5258,0.3143,8.1867,39.8722,0.0012
2010-12-19,0.5129,0.2929,7.4321,40.6843,0.0013
2010-12-20,0.6032,0.3714,8.9396,32.7286,0.0021
2010-12-20,0.48,0.57,7.86,12.39,0.0147
2010-12-20,0.7,0.2857,10.6073,38.4696,0.001
2010-12-20,0.48,0.57,6.71,12.04,0.0184
2010-12-20,0.29,0.86,4.0,6.82,0.0323
2010-12-20,0.32,0.86,4.64,8.11,0.0257
2010-12-20,0.26,0.64,4.36,7.07,0.0389
2010-12-20,0.26,0.57,4.43,7.68,0.0395
2010-12-21,0.26,0.93,4.0,6.54,0.0302
2010-12-21,0.32,0.57,4.71,8.36,0.0357
2010-12-21,0.52,0.71,6.79,13.25,0.0135
2010-12-29,0.39,0.5,9.5,10.61,0.0144
2011-01-07,0.52,0.36,9.64,12.61,0.0141
2011-01-08,0.35,0.21,5.5,8.57,0.0483
2011-01-08,0.32,0.14,5.14,8.14,0.0578
2011-01-08,0.35,0.21,5.57,8.64,0.0474
2011-01-08,0.42,0.36,5.5,10.5,0.0336
2011-01-08,0.48,0.43,6.57,12.07,0.0224
2011-01-18,0.42,0.29,6.07,11.39,0.0306
2011-01-18,0.39,0.43,4.93,9.54,0.0369
2011-01-19,0.52,0.29,7.21,14.25,0.0195
2011-01-19,0.55,0.5,6.79,14.25,0.0161
2011-02-09,0.546,0.264,0.9229999999999999,2.7968,0.1594
2011-02-09,0.5579999999999999,0.112,6.235,10.4131,0.0419
2011-02-09,0.5820000000000001,0.107,6.502999999999999,12.0229,0.0347
2011-02-09,0.555,0.102,7.204,13.8636,0.0258
2011-02-09,0.573,0.125,8.199,14.5339,0.02
2011-02-09,0.66,0.086,9.441,16.9823,0.0136
2011-02-10,0.593,0.076,7.68,14.1171,0.0242
2011-02-10,0.61,0.098,9.117,17.2914,0.0136
2011-02-10,0.6829999999999999,0.08800000000000001,11.127,20.6516,0.0071
2011-02-10,0.7120000000000001,0.084,12.33,21.1378,0.0056
2011-02-10,0.662,0.095,10.699000000000002,21.4348,0.007
2011-02-10,0.453,0.05,4.998,9.5605,0.0588
2011-02-10,0.5820000000000001,0.135,7.987999999999999,15.126,0.0193
2011-02-10,0.622,0.135,7.992000000000001,18.059,0.0145
2011-02-10,0.595,0.095,7.75,13.3791,0.0252
2011-02-10,0.436,0.101,4.945,8.2234,0.0631
2011-02-10,0.44,0.103,5.006,8.7496,0.0594
2011-02-10,0.4,0.162,4.677,8.8937,0.057
2011-02-11,0.418,0.18,3.096,6.6241,0.0886
2011-02-11,0.317,0.145,2.36,4.8667,0.1191
2011-02-11,0.206,0.108,1.3359999999999999,2.9514,0.1671
2011-02-15,1.389,0.4324,16.0107,6.0069,0.0101
2011-02-15,0.3088,0.653,11.214,5.3501,0.015
2011-02-15,0.4076,1.7971,8.8992,5.0058,0.0054
2011-02-15,0.7653,0.634,10.079,5.0906,0.0205
2011-02-15,0.49,0.038,7.365,11.8579,0.0329
2011-02-16,0.531,0.06,7.7070000000000025,13.3305,0.0263
2011-02-16,0.604,0.061,8.322000000000001,15.581,0.0193
2011-02-16,0.5,0.055,5.665,10.1596,0.05
2011-02-16,0.507,0.063,5.843999999999999,9.6161,0.0508
2011-02-16,0.7791,0.8791,6.53,6.187,0.0242
2011-02-16,0.442,0.062,4.644,8.1331,0.07
2011-02-16,0.6074,0.6791,4.8815,5.2336,0.0432
2011-02-16,0.435,0.17,4.279,7.4333,0.0695
2011-02-16,0.369,0.204,4.1160000000000005,7.5913,0.0667
2011-02-16,0.4839,0.2857,7.5,9.3214,0.0303
2011-02-16,0.1844,0.604,12.4427,5.0641,0.0131
2011-02-16,0.276,0.181,2.7880000000000003,5.6204,0.0995
2011-02-16,0.4194,0.2857,5.7857,8.9643,0.0409
2011-02-16,0.4397,1.0667,7.6844,3.9359,0.0186
2011-02-16,0.242,0.154,1.939,4.16,0.132
2011-02-16,0.3871,0.2143,5.6429,9.6786,0.0424
2011-02-16,0.231,0.14300000000000002,1.729,3.6599,0.1437
2011-02-16,0.7572,0.4915,10.4646,4.831,0.0236
2011-02-16,0.4194,0.2143,6.2857,10.0357,0.0371
2011-02-17,0.3548,0.1429,6.7857,8.4643,0.0432
2011-02-17,0.3548,0.1429,7.0,8.6429,0.041
2011-02-17,0.3871,0.2143,6.5,10.5714,0.0339
2011-02-17,0.3226,0.2143,4.7143,8.6429,0.0538
2011-02-18,0.7859999999999999,0.1314,12.4776,4.3385,0.0282
2011-02-18,0.3191,0.2508,10.253,3.6181,0.0346
2011-02-18,0.4516,0.2143,7.7857,11.3214,0.0258
2011-02-18,0.3263,0.6469,10.7332,5.7791,0.0157
2011-02-18,0.4194,0.2143,6.7143,10.5714,0.0329
2011-02-18,0.3758,0.5351,4.539,5.9221,0.049
2011-02-18,0.3871,0.2143,7.4286,10.1429,0.0304
2011-02-19,0.8597,1.8667,8.2872,4.6668,0.0061
2011-02-19,0.3871,0.0714,6.8571,8.5357,0.0466
2011-02-19,0.3548,0.1429,6.9286,8.8571,0.0406
2011-02-19,0.4328,1.2257,8.0371,8.8671,0.0087
2011-02-19,0.3695,0.6468,6.952999999999999,9.2166,0.0208
2011-02-19,0.3871,0.2143,6.5,9.0,0.0395
2011-02-19,0.6813,0.6965,7.3712,9.8628,0.0181
2011-02-19,0.9847,0.9215,10.8843,7.8236,0.0098
2011-02-19,0.3548,0.2857,6.0714,8.9286,0.0388
2011-02-19,0.3917,1.3064,5.7365,5.2548,0.0165
2011-02-19,0.3871,0.1429,6.5714,8.6429,0.0442
2011-02-19,0.3871,0.1429,6.9286,8.7857,0.0411
2011-02-20,0.3871,0.2143,6.7857,9.7143,0.0352
2011-02-20,0.4194,0.2143,6.9286,10.75,0.0312
2011-02-21,0.5745,0.9924,7.7246,7.9984,0.0139
2011-02-21,0.4936,0.7495,7.9053,8.1361,0.0178
2011-02-21,0.1399,0.3264,7.4464,3.2262,0.0498
2011-02-21,0.6727,0.6268,9.7813,3.3586,0.0254
2011-02-21,0.6423,1.1644,5.4077,6.081,0.02
2011-02-22,0.7070000000000001,1.0148,6.7592,4.8787,0.0221
2011-02-22,0.3871,0.2143,7.0714,8.6071,0.0375
2011-02-22,0.3871,0.2143,6.4286,8.8929,0.0404
2011-02-23,0.3871,0.1429,6.6429,8.6071,0.0438
2011-02-23,0.4194,0.2857,6.2857,10.6071,0.0321
