Observation Date,Temperature,Salinity,Dissolved Oxygen,Phosphate Phosphorus,Nitrous Acid Nitrogen,Nitric Acid Nitrogen,Silicic Acid Silicon,On/Off
08,26.9367,30.9202,5.55,0.24,0.37,2.98,8.75,1
08,25.814,31.6282,6.09,0.44,0.18,2.17,8.46,1
08,26.6523,31.6933,5.16,0.01,0.01,0.18,5.53,1
08,27.5345,31.2809,4.93,0.01,0.01,0.47,7.96,1
08,25.743000000000002,32.9636,5.13,0.02,0.01,0.37,3.58,1
08,26.5738,33.6923,4.87,0.13,0.01,0.41,5.22,1
08,25.7556,32.7595,5.19,0.01,0.02,0.45,4.07,1
08,27.0024,31.4813,4.95,0.01,0.02,0.49,7.22,1
08,26.2254,31.3624,5.1,0.01,0.02,0.19,7.65,1
08,21.7437,32.8363,6.25,0.01,0.02,0.33,1.77,1
08,22.1662,31.5362,6.04,0.3,0.15,12.67,7.08,1
08,25.1437,30.8175,5.52,0.53,0.24,4.81,8.19,1
08,26.4968,31.0896,5.42,0.9,0.27,6.34,8.0,1
08,22.7049,31.068,6.32,1.92,0.57,0.21,5.93,1
08,23.1873,30.8184,5.46,0.82,0.38,6.26,9.69,1
08,26.266,30.0879,5.91,0.41,0.16,5.13,5.06,1
08,27.0483,29.9194,5.16,1.07,0.11,4.95,7.58,1
08,25.1218,31.7363,5.45,0.01,0.03,0.08,7.63,1
08,27.105999999999998,31.9609,4.91,0.32,0.22,4.23,11.39,1
08,26.7755,31.8899,4.93,0.01,0.02,0.15,5.66,1
08,26.7084,31.6533,4.95,0.01,0.02,0.2,6.25,1
08,24.8183,31.8901,5.44,0.01,0.03,0.38,6.41,1
08,25.0852,31.5065,5.09,0.06,0.1,0.75,7.37,1
08,26.3879,31.9452,4.83,0.06,0.04,0.43,5.53,1
08,26.5123,31.1869,4.8,0.06,0.02,0.18,7.75,1
08,25.6147,31.3062,5.4,0.06,0.03,0.16,5.53,1
08,25.8158,31.5434,6.26,0.09,0.02,0.18,6.2,1
08,24.0006,31.4404,7.46,0.08,0.04,0.16,4.03,1
08,27.8189,32.5074,4.74,0.07,0.03,0.15,3.84,1
08,26.7485,31.7402,4.83,0.36,0.25,0.38,17.26,1
08,24.127,31.8977,6.63,0.07,0.03,0.2,4.9,1
08,24.4172,31.8526,7.46,0.14,0.06,0.15,6.76,1
08,28.372,33.6751,5.36,0.0001,0.02,0.85,1.69,1
08,28.2408,33.3204,4.59,0.01,0.02,1.22,2.7,1
08,28.1655,32.2871,4.2,0.0001,0.02,0.52,5.13,1
08,29.0524,31.6341,4.41,0.03,0.02,1.19,7.55,1
08,27.9775,31.0092,4.39,0.0001,0.02,0.41,8.09,1
08,25.853,31.5881,5.11,0.05,0.02,0.15,5.79,1
08,27.6919,29.8011,5.22,0.01,0.02,0.89,1.14,1
08,27.4819,29.47,6.12,,0.02,0.53,0.14,1
08,26.409000000000002,31.8026,4.97,0.06,0.04,0.25,6.49,1
08,27.0366,32.0596,5.0,0.08,0.01,0.17,5.6,1
08,27.3279,30.1217,4.89,0.01,0.02,1.25,0.5,1
08,27.604,32.1853,4.71,0.14,0.02,0.16,4.71,1
08,27.195999999999998,29.691,5.95,0.08,0.03,1.94,1.61,1
08,27.0975,30.04300000000001,5.62,0.0001,0.04,1.5,4.84,1
08,28.2089,33.6864,4.69,0.07,0.02,0.17,1.84,1
08,28.0408,32.0962,4.8,0.08,0.08,0.13,5.33,1
08,27.7657,31.7681,4.89,0.08,0.03,0.2,7.14,1
08,27.8992,32.0436,4.17,0.0001,0.09,0.89,3.19,1
08,27.5588,31.3308,4.41,0.0001,0.02,0.88,3.27,1
08,25.9003,29.9998,4.79,0.0001,0.05,1.0,5.8,1
08,25.8512,31.5433,4.91,0.08,0.1,0.54,7.53,1
08,26.7207,29.0153,5.92,0.0001,0.04,1.39,2.84,1
08,27.0816,28.8716,5.53,0.0001,0.05,0.68,3.03,1
08,25.3365,30.8892,4.91,0.07,0.05,0.34,9.94,1
08,27.2282,29.0726,4.68,0.0001,0.05,1.22,3.11,1
08,27.4776,28.4254,4.87,0.0001,0.05,1.79,3.91,1
08,27.4061,29.7946,4.41,0.0001,0.09,1.28,3.23,1
08,26.609,30.0856,4.5,0.0001,0.09,1.06,1.75,1
08,24.6868,30.1413,5.29,0.08,0.09,0.14,0.17,1
08,26.2143,30.5953,4.34,0.0001,0.14,2.68,2.98,1
08,25.3394,30.5013,4.94,0.07,0.07,0.29,9.24,1
08,25.4713,30.8798,5.0,0.06,0.05,0.19,9.78,1
08,26.2116,28.9866,5.06,0.0001,0.05,0.9,0.19,1
08,26.0571,31.9949,4.8,0.06,0.07,0.34,6.27,1
08,26.0947,28.7825,4.53,0.0001,0.02,0.66,1.76,1
08,25.5566,31.5306,4.8,0.05,0.03,0.22,6.86,1
08,26.199,29.2095,3.51,0.0001,0.06,1.44,0.43,1
08,25.9131,29.2225,4.06,0.0001,0.08,1.57,0.56,1
08,24.8498,31.0824,4.91,0.07,0.07,0.59,8.55,1
08,26.2627,29.405,,0.01,0.07,1.38,2.06,1
08,25.997,28.8321,5.48,0.0001,0.13,1.72,3.76,1
08,26.1473,29.6865,6.02,0.01,0.09,1.75,4.03,1
08,26.3157,29.9776,4.74,0.0001,0.09,1.61,3.52,1
08,26.6471,31.2449,4.6,0.0001,0.02,1.2,4.55,1
08,26.9482,32.846,,0.0001,0.01,0.79,2.66,1
08,27.6164,32.9511,,0.0001,,1.16,2.2,1
08,26.4195,31.9941,4.38,0.0001,0.03,0.92,2.49,1
08,28.6292,32.6225,4.6981,0.0038,0.001,0.3312,5.6349,1
08,28.750999999999998,30.3164,4.8325,0.0793,0.0106,0.4874,9.781,1
08,29.6505,29.3289,4.6286,0.0443,0.0607,1.187,7.159,1
08,28.9067,29.8393,5.0268,0.001,0.0009,0.1688,8.1756,1
08,31.0565,28.924,4.7143,0.0538,0.0632,0.317,6.4670000000000005,1
08,28.038,30.8646,5.5446,0.001,0.0071,0.4662,3.1819,1
08,30.4591,28.5933,4.6,0.0422,0.068,0.226,5.867000000000001,1
08,29.3784,30.1994,4.8571,0.0371,0.0737,0.13699999999999998,4.854,1
08,29.0278,30.9124,5.3143,0.1553,0.0263,0.201,6.272,1
08,29.5054,29.1245,4.7143,0.0842,0.0505,0.239,6.314,1
08,31.3164,28.0361,4.6857,0.0523,0.0642,0.387,8.309,1
08,26.9906,30.2839,5.1143,0.0378,0.0438,0.135,6.881,1
08,27.2061,31.1805,5.0,0.0429,0.0142,0.0171,7.185,1
08,27.6802,30.3669,5.2,0.0436,0.0228,0.1745,6.676,1
08,29.5062,27.5295,5.4571,0.0501,0.0995,0.56,6.727,1
08,30.3498,27.4276,5.0286,0.0422,0.0556,0.243,4.417,1
08,29.6697,29.3764,4.7753,0.001,0.0165,0.4867,7.9868,1
08,29.9287,30.7615,4.5876,0.0013,0.0161,0.425,9.1656,1
08,30.1006,31.2129,4.5472,0.001,0.0188,0.52,8.9575,1
08,30.7819,28.7968,4.5808,0.0004,0.0249,0.5851,9.8002,1
08,23.368000000000002,32.1747,5.1169,0.042,0.0777,1.5822,5.266,1
08,30.8136,23.8434,4.7143,0.0603,0.0909,0.46,5.315,1
08,30.8705,23.5041,4.7429,0.0501,0.0712,0.457,9.758,1
08,30.755,23.3834,4.4857,0.0567,0.0575,0.139,5.575,1
08,30.7398,21.9692,5.5714,0.0465,0.0355,0.37,2.908,1
08,30.8661,24.8949,4.9429,0.077,0.0756,0.447,7.37,1
08,30.6356,25.6981,4.8,0.0944,0.0836,0.11,3.8760000000000003,1
08,29.8988,27.426,4.6857,0.0821,0.0384,0.18899999999999997,6.6739999999999995,1
08,30.3088,32.4051,4.3753,0.0256,0.0192,0.3392,2.022,1
08,30.4816,30.6166,4.4598,0.0634,0.0048,0.3079,1.3088,1
08,30.9315,28.8194,4.3469999999999995,0.0293,0.0081,0.4277,2.2444,1
08,31.1118,28.6534,4.516,0.0622,0.0039,0.5486,3.6258,1
08,30.6789,27.3681,4.7127,0.0503,0.0048,0.5255,4.1616,1
08,31.3027,27.3984,4.7976,0.0512,0.0087,0.4954,3.4827,1
08,31.2685,26.7419,4.8833,0.0021,0.0023,0.8711,8.5417,1
08,30.7111,26.2494,4.7138,0.0597,0.0035,0.5453,11.4552,1
08,30.2317,26.4261,4.9414,0.0443,0.0327,0.4265,12.2507,1
08,30.6816,27.4515,4.7436,0.001,0.0387,0.6854,9.4802,1
08,30.3614,28.7346,4.9392,0.0391,0.0161,0.5137,5.8623,1
08,30.3202,30.076,4.3714,0.061,0.1071,0.294,2.271,1
08,30.0856,32.5665,4.5714,0.0501,0.0766,0.004,1.7269999999999999,1
08,30.5266,32.2671,4.5143,0.0668,0.1271,0.11699999999999999,2.76,1
08,30.0708,32.3001,4.4571,0.0908,0.067,0.078,10.931,1
08,29.7056,26.7398,4.8857,0.048,0.0429,0.184,3.611,1
08,24.8807,29.1869,5.2286,0.0726,0.0845,0.305,6.331,1
08,27.1516,31.5827,5.562,0.051,0.069,1.88,2.813,1
08,29.2335,31.7045,6.871,0.22,0.063,1.1740000000000002,3.037,1
08,29.4307,31.5068,5.03,0.364,0.027999999999999997,0.7829999999999999,1.625,1
08,29.1966,31.5241,4.743,0.059000000000000004,0.051,1.199,1.8159999999999998,1
08,29.5141,31.8099,4.7139999999999995,0.38,0.022000000000000002,0.8640000000000001,1.6030000000000002,1
08,29.1581,31.8112,4.7,0.903,0.026000000000000002,0.731,1.2930000000000001,1
08,27.269000000000002,32.145,5.187,0.017,0.023,0.905,3.5189999999999997,1
08,24.4522,31.6793,5.16,0.251,0.163,1.59,7.971,1
08,24.0569,32.7517,5.5020000000000024,0.08199999999999999,0.003,0.8490000000000001,3.405,1
08,24.9045,33.2925,5.22,0.114,0.001,0.376,2.074,1
08,24.7796,31.7865,5.246,0.115,0.006999999999999999,0.278,2.219,1
08,24.4279,32.3158,5.4110000000000005,0.13699999999999998,0.002,0.354,1.085,1
08,25.9604,33.7808,4.637,0.047,0.024,0.268,3.0589999999999997,1
08,27.5758,31.7516,4.887,0.174,0.019,1.385,2.764,1
08,26.4429,31.8363,5.074,0.17600000000000002,0.037000000000000005,0.748,3.2030000000000003,1
08,26.6341,31.8338,4.93,0.275,0.019,0.728,2.582,1
08,25.651999999999997,33.4297,4.74,0.040999999999999995,0.021,0.23800000000000002,2.778,1
08,25.0571,31.8213,5.6339999999999995,0.312,0.057,1.273,7.636,1
08,25.3871,32.9278,4.794,0.064,0.02,0.259,3.237,1
08,24.4555,32.7141,5.227,0.073,0.002,0.34700000000000003,1.052,1
08,23.8987,31.3062,5.392,0.03,0.034,1.4969999999999999,5.524,1
08,27.6079,31.5597,4.681,0.059000000000000004,0.027000000000000003,0.278,3.069,1
08,28.5267,31.0216,4.4860000000000015,0.022000000000000002,0.026000000000000002,0.27699999999999997,3.265,1
08,26.1696,31.8671,4.4860000000000015,0.069,0.06,1.63,5.223,1
08,27.8366,30.985,4.796,0.077,0.006,0.299,3.557,1
08,23.3168,32.2496,5.01,0.09300000000000001,0.069,0.805,3.3569999999999998,1
08,28.3397,31.0076,4.7139999999999995,0.255,0.043,0.8,3.9930000000000003,1
08,29.8014,30.116,4.457,0.057,0.032,0.5489999999999999,2.707,1
08,30.1079,30.8118,4.629,0.7829999999999999,0.026000000000000002,1.348,3.0239999999999996,1
